"","Total.All.Revenue","Total.Donations","Total.Ticket.Revenue","X2004.Total.Cost","X2005.Total.Cost","X2006.Total.Cost","X2007.Total.Cost","X2008.Total.Cost","X2009.Total.Cost","X2010.Total.Cost","X2011.Total.Cost","X2012.Total.Cost","X2013.Total.Cost","X2014.Total.Cost","X2015.Total.Cost","X2004.Donation","X2005.Donation","X2006.Donation","X2007.Donation","X2008.Donation","X2009.Donation","X2010.Donation","X2011.Donation","X2012.Donation","X2013.Donation","X2014.Donation","X2015.Donation","KmeansClustering_3.cluster"
"25553",96,0,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25554",56,0,56,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25555",621,0,621,0,0,0,0,0,0,0,0,0,130,431,60,0,0,0,0,0,0,0,0,0,0,0,0,3
"25556",45,0,45,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25557",60,0,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25558",80,0,80,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25559",250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,3
"25560",102,0,102,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25561",96,0,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25562",116.5,0,116.5,0,0,0,0,0,0,0,0,0,46,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25563",48,0,48,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25564",108,0,108,0,0,0,0,0,0,0,0,0,48,0,60,0,0,0,0,0,0,0,0,0,0,0,0,3
"25565",56,0,56,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25566",156,0,156,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25567",342.5,0,342.5,0,0,40.5,154,84,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25568",110,0,110,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25569",548,0,548,0,0,0,0,0,0,0,0,0,198,150,200,0,0,0,0,0,0,0,0,0,0,0,0,3
"25570",102,0,102,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25571",110,0,110,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25572",108,0,108,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25573",90,0,90,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25574",61,0,61,0,0,0,0,0,0,0,0,0,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25575",234,0,234,0,0,0,0,0,0,0,0,0,96,0,138,0,0,0,0,0,0,0,0,0,0,0,0,3
"25576",192,0,192,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25577",138,0,138,0,0,0,0,0,0,0,0,0,50,88,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25578",98,0,98,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25580",94,0,94,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25581",60,0,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25582",346,0,346,0,0,0,0,0,0,0,0,0,208,138,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25583",49,0,49,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25584",372,0,372,0,0,0,0,0,0,0,0,0,170,202,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25585",178,0,178,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25586",290,0,290,0,0,0,0,0,0,0,0,0,192,98,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25587",96,0,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25588",135,0,135,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25589",644,0,644,0,0,0,0,0,0,0,0,0,346,0,298,0,0,0,0,0,0,0,0,0,0,0,0,3
"25590",40,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25591",104,0,104,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25592",267.3,0,267.3,72.63,54.67,60,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25593",372,0,372,0,0,0,0,0,0,0,0,0,90,282,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25594",495,0,495,0,0,0,0,0,0,0,0,0,177,0,318,0,0,0,0,0,0,0,0,0,0,0,0,3
"25595",60,0,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25596",766,0,766,0,0,0,0,0,0,0,0,0,388,378,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25597",107,0,107,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25598",86,0,86,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25599",110,0,110,0,0,0,0,0,0,0,0,0,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25600",643,0,643,0,0,0,0,0,0,0,90,0,96,98,359,0,0,0,0,0,0,0,0,0,0,0,0,3
"25601",100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25602",416,0,416,0,0,0,0,0,0,0,0,0,170,246,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25603",30,0,30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25604",712,0,712,0,0,0,0,0,80,0,0,0,186,152,294,0,0,0,0,0,0,0,0,0,0,0,0,3
"25605",145,0,145,0,0,0,0,0,0,0,0,0,50,0,95,0,0,0,0,0,0,0,0,0,0,0,0,3
"25606",120,0,120,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25608",30,0,30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25609",10,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25610",20,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25611",180,0,180,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25612",123,0,123,0,0,0,0,0,0,0,0,0,59,64,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25613",102,0,102,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25614",28,0,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25615",511,0,511,0,0,0,0,0,0,0,0,0,311,200,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25616",112,0,112,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25617",155,0,155,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25618",44,0,44,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25619",47,0,47,0,0,0,0,0,0,0,0,0,32,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3
"25620",94,0,94,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25621",116,0,116,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25622",90,0,90,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25623",210,0,210,0,0,0,0,0,0,0,0,0,96,0,114,0,0,0,0,0,0,0,0,0,0,0,0,3
"25624",294,0,294,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25626",92,0,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25627",488,0,488,0,0,0,0,0,0,0,0,0,108,160,220,0,0,0,0,0,0,0,0,0,0,0,0,3
"25628",142,0,142,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25629",172,0,172,0,0,0,0,0,0,0,0,0,43,0,129,0,0,0,0,0,0,0,0,0,0,0,0,3
"25630",102,0,102,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25631",92,0,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25632",160,0,160,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25633",474,0,474,0,0,0,0,0,0,0,0,0,148,120,206,0,0,0,0,0,0,0,0,0,0,0,0,3
"25634",68,0,68,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25636",48,0,48,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25637",160,0,160,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25638",182,0,182,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25639",314,0,314,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25640",135,0,135,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25641",98,0,98,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25642",183,0,183,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25643",240,0,240,0,0,0,0,0,0,0,0,0,50,0,190,0,0,0,0,0,0,0,0,0,0,0,0,3
"25644",383,0,383,0,0,0,0,0,0,0,0,0,79,120,184,0,0,0,0,0,0,0,0,0,0,0,0,3
"25645",170,0,170,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25646",68,0,68,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25647",96,0,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25648",60,0,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25649",96,0,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25651",208,0,208,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25652",170,0,170,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25653",86,0,86,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25655",50,0,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25656",126,0,126,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25657",362,0,362,0,0,0,0,0,0,0,0,0,98,136,128,0,0,0,0,0,0,0,0,0,0,0,0,3
"25658",85,0,85,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25660",24.5,0,24.5,0,0,0,0,0,0,0,0,0,12,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25661",72,0,72,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25662",45,0,45,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25663",60,0,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25664",294,0,294,0,0,0,0,0,0,0,0,0,135,159,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25665",390,0,390,0,0,0,0,0,0,0,0,0,196,102,92,0,0,0,0,0,0,0,0,0,0,0,0,3
"25666",304,0,304,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25667",36,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25668",100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25670",182,0,182,0,0,0,0,0,0,0,0,0,90,92,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25671",163,0,163,0,0,0,0,0,0,0,91,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25672",89,0,89,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25674",591,0,591,0,0,0,0,0,108,0,90,0,234,159,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25675",185,100,85,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3
"25676",180,0,180,0,0,0,0,0,0,0,0,0,132,0,48,0,0,0,0,0,0,0,0,0,0,0,0,3
"25677",604,0,604,0,0,0,0,0,0,0,0,208,204,0,192,0,0,0,0,0,0,0,0,0,0,0,0,3
"25678",128,0,128,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25679",384,0,384,0,0,0,0,0,0,0,0,0,90,0,294,0,0,0,0,0,0,0,0,0,0,0,0,3
"25680",96,0,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25681",91,0,91,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25682",310,0,310,0,0,0,0,0,0,0,0,0,50,150,110,0,0,0,0,0,0,0,0,0,0,0,0,3
"25683",50,0,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25684",92,0,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25685",102,0,102,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25687",28,0,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25688",45,0,45,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25689",94,0,94,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25690",186,0,186,0,0,0,0,0,0,0,0,0,80,58,48,0,0,0,0,0,0,0,0,0,0,0,0,3
"25691",75,0,75,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25692",257,0,257,0,0,0,0,0,0,0,0,0,98,159,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25693",90,0,90,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25694",778,0,778,0,0,0,0,0,98,94,100,0,188,94,204,0,0,0,0,0,0,0,0,0,0,0,0,3
"25696",381,0,381,0,0,0,0,0,0,0,0,0,125,256,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25697",28,0,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25698",258,0,258,0,0,0,0,0,0,0,0,0,176,82,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25699",156,0,156,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25701",852,0,852,0,0,0,0,0,0,0,0,0,258,268,326,0,0,0,0,0,0,0,0,0,0,0,0,3
"25702",135,0,135,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25703",287.5,0,287.5,0,0,0,0,0,0,0,0,0,80,83,124.5,0,0,0,0,0,0,0,0,0,0,0,0,3
"25704",54,0,54,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25705",85,0,85,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25706",28,0,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25707",24,0,24,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25708",96,0,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25709",102,0,102,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25710",52,0,52,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25711",28,0,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25712",133,0,133,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25713",198,0,198,0,0,0,0,0,0,0,0,0,102,0,96,0,0,0,0,0,0,0,0,0,0,0,0,3
"25714",94,0,94,0,0,0,0,0,0,0,0,0,44,0,50,0,0,0,0,0,0,0,0,0,0,0,0,3
"25715",161,0,161,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25716",294,0,294,0,0,0,0,0,0,0,0,0,100,96,98,0,0,0,0,0,0,0,0,0,0,0,0,3
"25717",12,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25718",60,0,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25719",92,0,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25720",100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25721",99,0,99,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25722",45,0,45,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25723",632,0,632,0,0,0,0,0,0,0,0,0,350,282,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25724",90,0,90,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25725",82,0,82,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25726",60,0,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25727",144,0,144,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25728",20,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25729",100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25730",148,0,148,0,0,0,0,0,0,0,0,0,60,0,88,0,0,0,0,0,0,0,0,0,0,0,0,3
"25731",172,0,172,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25732",480,0,480,0,0,0,0,0,0,0,0,0,96,184,200,0,0,0,0,0,0,0,0,0,0,0,0,3
"25733",94,0,94,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25734",132,0,132,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25735",96,0,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25736",92,0,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25738",666,0,666,0,0,0,0,0,0,0,0,0,52,614,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25739",25,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25740",229,0,229,0,0,0,0,0,0,0,0,0,98,131,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25741",91,0,91,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25742",845,0,845,0,0,0,0,0,0,0,0,251,257,60,277,0,0,0,0,0,0,0,0,0,0,0,0,3
"25743",96,0,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25744",50,0,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25745",64,0,64,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25746",44,0,44,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25747",118,0,118,0,0,0,0,0,0,0,0,0,68,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25748",184,0,184,0,0,0,0,0,0,0,0,0,84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25749",96,0,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25750",144,0,144,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25751",86,0,86,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25752",47,0,47,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25753",102,0,102,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25754",91,0,91,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25755",97,0,97,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25756",564,0,564,0,0,0,0,0,0,0,0,0,102,362,100,0,0,0,0,0,0,0,0,0,0,0,0,3
"25757",90,0,90,0,0,0,0,0,0,0,0,0,46,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25758",1833.01,0,1833.01,0,918,30,363.01,436,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"25759",84,0,84,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25760",567,100,467,56,0,0,0,0,0,0,0,0,270,43,98,0,0,0,0,0,0,0,0,0,0,0,100,3
"25762",176.5,0,176.5,0,0,0,0,0,0,0,0,0,102,74.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25763",172,0,172,0,0,0,0,0,0,0,0,0,90,82,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25764",100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25765",60,0,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25766",85,0,85,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25767",187.5,0,187.5,0,0,0,0,0,0,0,0,0,76,111.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25768",436,0,436,0,0,0,0,0,0,0,0,0,198,106,132,0,0,0,0,0,0,0,0,0,0,0,0,3
"25769",40,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25771",240.5,0,240.5,0,0,0,0,0,0,0,0,0,104,136.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25772",268,0,268,0,0,0,0,0,0,0,0,0,154,0,114,0,0,0,0,0,0,0,0,0,0,0,0,3
"25773",661,0,661,0,0,0,0,0,0,0,0,0,220,190,251,0,0,0,0,0,0,0,0,0,0,0,0,3
"25774",32,0,32,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25776",281,0,281,0,0,0,0,0,0,0,0,0,85,196,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25777",138,0,138,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25779",92,0,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25780",480,0,480,0,0,0,0,0,0,0,0,0,150,220,110,0,0,0,0,0,0,0,0,0,0,0,0,3
"25781",51,0,51,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25782",238,0,238,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25783",277,0,277,0,0,0,0,0,0,0,0,0,131,146,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25784",30,0,30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25785",92,0,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25787",231,0,231,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25788",201,0,201,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25789",50,0,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25790",64,0,64,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25791",96,0,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25792",32,0,32,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25793",279,0,279,0,0,0,0,0,0,0,0,0,60,219,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25794",96,0,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25795",96,0,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25797",108,0,108,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"25798",172,0,172,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
