"","Total.All.Revenue","Total.Donations","Total.Ticket.Revenue","X2004.Total.Cost","X2005.Total.Cost","X2006.Total.Cost","X2007.Total.Cost","X2008.Total.Cost","X2009.Total.Cost","X2010.Total.Cost","X2011.Total.Cost","X2004.Donation","X2005.Donation","X2006.Donation","X2007.Donation","X2008.Donation","X2009.Donation","X2010.Donation","X2011.Donation","X2012.New.Donation","X2013.New.Donation","X2014.New.Donation","X2015.New.Donation","X2012.New.Ticket.Revenue","X2013.New.Ticket.Revenue","X2014.New.Ticket.Revenue","X2015.New.Ticket.Revenue","KmeansClustering_4.cluster"
"12700",828,818,10,10,0,0,0,0,0,0,0,256,256,306,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12810",2624,110,2514,0,64,54,150,444,300,304,198,0,0,0,0,0,0,25,0,25,0,120,150,280,216,984,1290,1
"12869",1329,300,1029,0,0,0,109,242,87,134,171,0,0,0,0,0,0,0,0,100,100,400,0,0,90,240,680,3
"12889",137,75,62,0,0,62,0,0,0,0,0,0,0,0,0,0,50,25,0,0,0,0,0,0,0,0,0,3
"12952",688,550,138,0,0,0,0,0,86,0,0,0,0,0,0,50,50,50,50,75,125,0,750,0,0,0,260,3
"12969",1962.5,1,1961.5,184,166,168,306,177,228,106,168,0,0,0,0,0,1,0,0,0,0,0,0,202,154,206,255,3
"12974",1191,5,1186,0,0,0,84,0,210,0,250,0,0,0,0,0,5,0,0,0,0,0,0,0,289,1020,490,3
"13060",79,5,74,0,74,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"13094",1120,125,995,0,0,0,0,0,215,0,66,0,0,50,0,75,0,0,0,0,0,0,0,240,87,628,1150,3
"13120",3926,115,3811,550,576,441,772,409,343,570,150,0,0,0,15,0,0,100,0,0,0,0,0,0,0,0,0,1
"13140",232.47,5.47,227,0,0,33,0,0,40,88,66,0,0,0,0,0,5.47,0,0,0,0,0,0,0,0,0,0,3
"13150",432,400,32,0,32,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,3
"13198",1772,850,922,62,104,111,111,120,98,130,44,0,100,250,250,250,0,0,0,0,0,0,0,45,97,0,0,3
"13280",46,9,37,0,37,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"13292",922,850,72,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,0,0,0,0,0,3
"13302",1079,500,579,410,169,0,0,0,0,0,0,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"13314",222,150,72,0,0,0,72,0,0,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"13318",1323,625,698,196,120,0,292,0,0,0,0,0,0,0,0,125,0,100,100,100,100,0,500,0,90,0,0,3
"13327",140,35,105,0,0,66,39,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,3
"13391",2607,705,1902,0,130,142,156,176,184,170,244,0,0,0,0,30,50,65,85,100,125,500,625,200,182,360,1140,1
"13402",379,1,378,0,0,0,84,92,104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,98,0,0,0,3
"13410",255.5,100,155.5,0,0,0,30,0,0,11,0,50,0,0,0,0,0,0,0,0,0,200,0,46,0,274,0,3
"13412",718,4,714,0,0,0,78,82,210,0,344,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3
"13512",1942,89,1853,129,136,205,234,227,235,267,173,0,0,0,25,18,28,18,0,0,0,0,0,0,0,348,800,1
"13573",782,300,482,70,0,0,0,0,0,180,0,0,0,0,0,0,0,100,100,0,50,200,0,68,64,400,0,3
"13596",2165,1145,1020,190,242,216,174,198,0,0,0,100,100,100,110,100,100,100,100,110,50,400,375,0,0,0,0,1
"13635",702,12,690,64,60,84,94,92,100,196,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,3
"13637",111,25,86,0,0,0,0,0,86,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3
"13642",886,11,875,0,0,0,291,584,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3
"13668",1232,150,1082,0,0,0,0,234,310,186,0,0,0,0,0,0,100,50,0,0,0,0,0,0,352,0,0,3
"13697",933,775,158,60,98,0,0,0,0,0,0,0,0,0,75,100,100,100,100,100,100,0,500,0,0,0,0,3
"13773",2424,125,2299,0,0,0,0,41,0,384,378,0,0,0,0,0,0,100,25,0,0,0,0,0,504,848,3900,1
"13870",2276,3,2273,0,0,120,202,238,172,367,220,0,0,0,0,0,3,0,0,0,0,0,0,56,456,1000,960,1
"13883",2945,30,2915,0,342,349,323,123,376,184,308,0,0,15,15,0,0,0,0,0,0,0,0,468,0,424,1680,1
"13904",994,30,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,1624,2790,1
"13931",904,127,777,0,0,126,80,0,233,0,0,0,0,0,0,0,52,0,0,0,0,300,0,56,200,328,0,3
"13973",2192,3,2189,400,440,396,528,333,92,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
"13974",283,60,223,78,0,29,32,0,84,0,0,10,10,0,0,0,20,0,0,0,20,0,0,0,0,0,0,3
"14112",3244.67,900,2344.67,0,0,0,137.67,92,252,340,340,0,0,0,0,0,0,50,100,150,100,1000,1250,234,296,1236,1720,2
"14197",627,25,602,0,0,0,0,0,0,144,225,0,0,0,0,0,0,25,0,0,0,0,0,0,233,0,0,3
"14206",3915,410,3505,0,70,152,288,316,328,340,440,0,0,0,0,0,100,125,100,25,30,0,150,473,376,1352,1920,1
"14208",149,50,99,60,0,0,39,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"14212",2680,485,2195,220,210,256,272,248,98,174,245,25,0,30,50,50,50,50,50,55,25,200,250,232,140,400,0,1
"14264",1674.33,50,1624.33,0,0,97.33,165,212,154,0,607,50,0,0,0,0,0,0,0,0,0,0,0,98,162,0,645,3
"14266",2050.83,50,2000.83,36.5,88.33,313,87,174,276,225,288,0,0,0,0,0,0,0,0,0,0,100,125,125,140,400,740,1
"14285",1030.33,250,780.33,70,136,160,184.33,230,0,0,0,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,3
"14322",1436.66,300,1136.66,105,172,229.33,112.33,120,129,0,141,0,100,200,0,0,0,0,0,0,0,0,0,0,60,0,340,3
"14361",356,100,256,160,96,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"14393",517,30,487,0,0,76,74,86,163,0,88,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,3
"14488",950,750,200,200,0,0,0,0,0,0,0,250,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"14502",540,11,529,0,0,529,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3
"14504",5456.6,2500,2956.6,92,96,66,336,0,220,0,405,0,0,0,0,0,0,0,0,0,0,0,12500,440,400,1616,2488,2
"14505",420,350,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,3
"14506",3171,35,3136,0,0,226,249,300,272,284,321,0,0,0,15,20,0,0,0,0,0,0,0,326,310,1840,1940,1
"14529",1274,275,999,54,142,102,72,101,88,120,36,50,75,0,100,0,0,0,50,0,0,0,0,184,50,100,125,3
"14553",1600,200,1400,30,0,72,76,78,270,0,448,0,0,0,50,50,50,50,0,0,0,0,0,344,0,328,0,3
"14585",1291,550,741,177,224,254,0,86,0,0,0,0,100,0,100,100,100,50,100,0,0,0,0,0,0,0,0,3
"14590",585,10,575,0,248,0,0,125,0,52,0,0,0,0,0,0,0,0,10,0,0,0,0,110,40,0,0,3
"14727",457.5,190,267.5,0,0,38,162,0,0,0,0,0,20,20,25,0,0,0,50,25,25,100,0,0,67.5,0,0,3
"14760",2382.8,1500,882.8,0,0,30.8,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,370,328,1600,2
"14870",506,375,131,0,0,0,0,35,0,0,0,0,0,0,0,0,50,50,50,75,75,300,0,0,96,0,0,3
"14961",596,25,571,0,0,0,0,0,160,152,99,0,0,0,0,0,0,25,0,0,0,0,0,0,160,0,0,3
"15066",593,200,393,0,0,0,0,0,160,0,81,0,0,0,0,0,0,0,0,100,100,0,0,86,0,264,0,3
"15081",70,10,60,0,0,0,60,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3
"15099",378,1,377,0,0,0,0,24,52,0,137,0,0,0,0,0,1,0,0,0,0,0,0,0,164,0,0,3
"15152",552,400,152,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,400,500,0,0,0,0,3
"15351",120,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,70,0,0,0,3
"15403",273,50,223,0,0,223,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,3
"15407",1443,23,1420,0,0,0,0,0,0,270,237,0,0,0,0,0,0,0,0,0,23,0,0,234,259,456,1530,3
"15429",410,350,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,3
"15438",2569.8,1752,817.8,112,195.8,210,134,166,0,0,0,251,251,0,250,250,250,250,250,0,0,0,0,0,0,0,0,1
"15550",2691.67,700,1991.67,160,84,86.67,0,0,117,323,232,250,250,0,0,0,0,0,0,0,100,400,0,294,352,776,745,1
"15789",1008.01,100,908.01,286.67,286.67,334.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,3
"15851",4863.5,1801,3062.5,36.75,270.75,255,568,0,498,0,0,0,0,0,0,0,1,0,0,0,0,4200,3750,426,0,1520,3140,2
"15958",2972,2780,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11120,0,0,90,0,510,2
"16278",4942.5,2800,2142.5,131,108,434,146,169,91,0,224,150,750,250,500,500,100,200,100,100,50,400,0,72,134,1180,1692.5,2
"16342",953.5,20,933.5,0,0,0,0,847,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,86.5,0,0,0,3
"16377",256,100,156,0,0,0,0,156,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,3
"16443",1448,675,773,0,0,0,0,184,0,121,96,0,0,0,0,0,0,50,250,200,0,300,500,104,268,0,0,3
"16445",1102,50,1052,0,0,0,0,156,92,0,0,0,0,0,0,20,0,0,0,0,0,120,0,261,261,1128,0,3
"16462",545,120,425,0,0,0,0,425,0,0,0,0,0,0,0,0,20,25,0,0,25,100,125,0,0,0,0,3
"16498",2010,30,1980,0,0,0,0,300,540,350,480,0,0,0,0,0,0,30,0,0,0,0,0,310,0,0,0,3
"16505",106,1,105,0,0,0,0,20,37,0,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"16520",519,125,394,0,0,0,0,0,0,0,228,25,0,0,0,0,50,50,0,0,0,0,0,0,0,664,0,3
"16523",3095.2,100,2995.2,313,150.6,257.6,208.5,538,546,130,93,0,0,0,0,0,0,0,0,0,100,0,0,100,471,414,420,1
"16524",593,25,568,0,0,0,0,220,252,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,384,0,3
"16578",997,100,897,0,0,0,0,202,164,50,352,0,0,0,0,0,50,50,0,0,0,0,0,0,88,164,0,3
"16590",2217,550,1667,0,0,0,0,243,0,656,768,0,0,0,0,0,0,25,25,250,250,0,0,0,0,0,0,3
"16637",5307,4000,1307,0,0,0,0,126,0,350,376,0,0,0,0,0,0,0,500,0,1000,4000,7500,227,0,912,0,2
"16664",4351,1500,2851,0,0,0,0,344,243,328,356,0,0,0,0,0,0,0,0,500,500,0,2500,390,370,1624,2070,2
"16665",2393.5,135,2258.5,0,0,0,0,198,210,216,272,0,0,0,0,0,0,25,25,25,30,120,0,228,260,1348,2687.5,1
"16679",1676,150,1526,0,0,0,0,161,160,84,179,0,0,0,0,0,0,0,0,0,100,0,250,252,334,1424,0,1
"16697",392,300,92,0,0,0,0,92,0,0,0,0,0,0,0,0,100,100,0,100,0,0,0,0,0,0,0,3
"16769",408,225,183,0,0,0,0,0,0,89,94,0,0,0,0,0,0,0,0,75,75,0,375,0,0,0,0,3
"16787",890,8,882,0,0,75,75,83,87,102,97,0,0,0,0,0,8,0,0,0,0,0,0,89,90,368,460,3
"16800",602,75,527,0,134,0,0,191,0,0,100,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,510,3
"16821",1355,75,1280,0,0,0,0,393,386,106,150,0,0,0,0,0,25,0,50,0,0,0,0,245,0,0,0,3
"16840",1281,25,1256,0,0,0,0,230,256,308,0,0,0,0,0,0,0,25,0,0,0,0,0,344,0,0,590,3
"16912",931.33,30,901.33,81.67,111,227.66,0,0,134,0,93,0,0,0,0,0,30,0,0,0,0,0,0,68,186,0,0,3
"16917",482,3,479,0,0,0,0,127,132,0,104,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,580,3
"16984",167,10,157,0,0,0,0,107,50,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3
"16993",438,125,313,0,0,0,0,126,0,0,90,0,0,0,0,0,0,0,0,0,0,100,500,0,43,0,270,3
"17014",1952.67,250,1702.67,226,0,35.67,0,86,126,159,0,0,0,0,0,250,0,0,0,0,0,0,0,156,306,1328,1380,1
"17048",2220,250,1970,0,0,0,0,76,192,198,268,0,0,0,0,0,0,0,0,0,0,0,1250,276,272,1232,1900,1
"17053",428.66,50,378.66,0,0,0,0,48,196,36,54,0,0,0,0,0,50,0,0,0,0,0,0,0,0,178.64,0,3
"17113",797,150,647,0,0,0,0,219,120,168,10,0,0,0,0,0,0,0,0,0,150,0,0,120,10,0,0,3
"17164",306,1,305,0,0,0,0,37,52,52,52,0,0,0,0,0,1,0,0,0,0,0,0,56,56,0,0,3
"17168",558,4,554,0,0,0,0,189,221,144,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3
"17212",379,50,329,0,0,0,0,37,0,0,84,0,0,0,0,0,50,0,0,0,0,0,0,98,0,0,550,3
"17218",194,10,184,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,368,0,3
"17233",164,2,162,106,24,32,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"17239",911,300,611,0,0,0,0,84,95,123,309,0,0,0,0,0,50,50,100,100,0,0,0,0,0,0,0,3
"17292",344,10,334,0,0,0,0,37,41,0,52,0,0,0,0,0,0,0,0,0,10,0,0,56,56,368,0,3
"17316",6654,2750,3904,680,1090,282,140,118,252,396,100,300,350,0,0,0,0,1000,0,250,500,1400,0,50,156,1640,1150,2
"17408",1349,510,839,0,0,0,0,43,202,136,88,0,0,0,0,0,0,100,100,100,50,200,550,126,70,396,375,3
"17419",1270,350,920,0,0,0,0,82,0,144,190,0,0,0,0,0,0,0,0,250,0,400,0,194,208,0,510,3
"17516",447,25,422,0,0,0,0,0,252,170,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3
"17533",2123,30,2093,0,0,0,0,96,235,340,266,0,0,0,0,0,0,0,0,0,0,0,150,310,372,240,2070,1
"17575",614,100,514,182,0,0,0,0,194,0,138,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"17641",680,500,180,0,0,0,0,0,180,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,3
"17737",720,650,70,0,0,0,0,0,0,0,0,100,100,100,100,100,50,50,50,0,0,0,0,0,0,280,0,3
"17746",87,50,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,37,0,0,3
"17748",5364.4,3750,1614.4,370.4,601,643,0,0,0,0,0,500,500,500,500,0,250,250,250,250,250,1000,1250,0,0,0,0,2
"17759",3865.4,84,3781.4,310,288,280,338,354,397,380,382,0,0,0,0,0,0,25,0,0,0,116,150,0,370,1353.6,1720,1
"17772",794,250,544,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,494,0,0,3
"17774",2094,25,2069,146,0,84,90,86,98,250,106,0,0,0,0,0,0,0,0,25,0,0,0,252,192,1642,1772.5,1
"17793",95,3,92,0,0,0,0,0,92,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
"17796",618,20,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,192,186,880,0,3
"17868",272,1,271,0,0,0,0,0,271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"17880",339,75,264,124,0,90,0,0,50,0,0,0,0,0,50,25,0,0,0,0,0,0,0,0,0,0,0,3
"17881",542,75,467,90,0,0,0,0,233,0,0,25,50,0,0,0,0,0,0,0,0,0,0,0,0,336,300,3
"17903",2236,350,1886,0,0,0,0,0,0,344,300,0,0,0,0,0,0,50,0,100,100,400,0,300,280,1216,1790,1
"17966",2472.67,800,1672.67,303.67,153,60,133,118,158,307.5,301,100,200,0,0,0,0,0,100,100,100,400,500,0,25,454,0,1
"17974",123,4,119,0,0,0,0,0,59,24,36,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3
"18025",45,3,42,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
"18064",126,50,76,0,0,0,0,24,26,0,26,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,3
"18082",623,50,573,0,0,0,0,0,300,0,273,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,3
"18083",2248,364,1884,94,140,136,142,208,123,224,166,60,0,0,75,100,120,0,0,0,0,0,45,233,86,704,780,1
"18118",3374,1300,2074,0,0,0,0,84,160,186,174,0,0,0,0,0,0,100,0,500,0,2000,1000,380,370,1504,1720,2
"18159",2427,221,2206,0,0,0,0,0,80,288,388,0,0,0,0,0,0,39,57,25,100,0,0,350,400,1384,1770,1
"18255",1918,400,1518,0,0,72,504,0,184,150,0,0,0,0,0,50,50,50,50,50,50,200,250,0,180,848,1080,1
"18371",412,2,410,0,0,0,0,0,41,41,138,0,0,0,0,0,2,0,0,0,0,0,0,44,44,408,0,3
"18372",215,4,211,0,0,0,0,0,141,47,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,92,0,3
"18378",100,2,98,0,0,0,0,0,98,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
"18390",85,2,83,0,0,0,0,0,83,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
"18391",44.5,2,42.5,0,0,0,0,0,41,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7.5,3
"18414",28,2,26,0,0,0,0,0,26,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
"18417",756,100,656,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,2088,0,3
"18439",254,3,251,0,0,0,0,0,52,0,0,0,0,0,0,0,3,0,0,0,0,0,0,56,56,116,290,3
"18442",630,3,627,0,0,0,0,0,52,0,0,0,0,0,0,0,3,0,0,0,0,0,0,50,408,0,585,3
"18444",60,4,56,0,0,0,0,0,56,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3
"18472",202,150,52,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,50,0,500,0,0,0,0,3
"18482",160,4,156,0,0,0,0,0,156,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3
"18499",336,75,261,0,169,0,0,0,92,0,0,0,50,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3
"18506",2633.87,805,1828.87,276,66,237,169.87,30,127,330,0,75,75,60,120,120,120,0,120,75,0,160,0,0,180,584,1335,1
"18511",583,185,398,0,30,33,35,35,25,61,32,0,0,0,0,0,50,25,25,25,25,40,125,77,70,0,0,3
"18532",3130.5,200,2930.5,0,0,0,0,0,151,311,352,0,0,0,0,0,0,25,100,0,0,300,0,450,456,2234,3260,2
"18535",185,1,184,0,0,0,0,0,184,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"18562",242,1,241,0,0,0,0,0,174,0,67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"18564",28,2,26,0,0,0,0,0,26,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
"18607",1491,1,1490,0,0,0,0,0,530,430,0,0,0,0,0,0,0,1,0,0,0,0,0,300,0,0,1150,3
"18611",53,1,52,0,0,0,0,0,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"18612",383.5,250,133.5,0,0,0,0,0,21.5,112,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,3
"18624",1879,1400,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5600,0,0,0,0,2395,1
"18635",1049,25,1024,0,0,0,0,0,210,216,310,0,0,0,0,0,0,0,25,0,0,0,0,288,0,0,0,3
"18637",608,100,508,0,0,0,66,0,80,276,0,0,0,0,0,0,0,100,0,0,0,0,0,0,86,0,0,3
"18670",3594.5,1300,2294.5,92,100,482,474,272,212,284,191,250,250,250,250,100,100,25,50,25,0,0,0,187.5,0,0,0,1
"18672",105,1,104,0,0,0,0,0,104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"18704",638,3,635,0,0,0,0,0,92,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,88,344,1845,3
"18757",209,50,159,0,0,0,0,0,159,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,3
"18766",2344.33,700,1644.33,250,148,109.33,66,0,90,100,82,0,250,0,100,100,100,150,0,0,0,0,0,0,186,768,2105,1
"18771",617,3,614,0,0,0,0,0,142,108,0,0,0,0,0,0,3,0,0,0,0,0,0,180,0,736,0,3
"18791",1367,500,867,0,0,0,0,0,138,0,159,100,100,100,100,100,0,0,0,0,0,0,0,0,408,0,810,3
"18802",1182,305,877,0,0,0,0,0,180,170,0,0,0,0,0,0,0,25,100,0,30,120,600,0,296,924,0,3
"19026",605,250,355,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,132,684,0,3
"19065",463,150,313,0,0,0,0,0,90,0,132,0,0,0,0,0,0,50,100,0,0,0,0,0,91,0,0,3
"19128",218,100,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,590,3
"19148",1180,100,1080,0,0,0,0,0,252,100,164,0,0,0,0,0,0,100,0,0,0,0,0,0,184,0,1900,3
"19252",1826,30,1796,0,0,0,0,0,80,174,256,0,0,0,0,0,0,0,0,0,30,0,0,276,310,1384,1770,1
"19382",2860,25,2835,0,0,0,70,0,166,380,396,0,0,0,0,0,0,0,25,0,0,0,0,400,434,1504,3065,1
"19410",463,25,438,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,135,636,0,3
"19436",517,225,292,0,0,0,0,0,98,100,94,0,0,0,0,0,0,50,100,0,0,300,0,0,0,0,0,3
"19465",3321,2500,821,0,0,0,0,0,49,85,129,0,0,0,0,0,0,0,500,500,500,2000,2500,126,126,528,870,2
"19493",490,100,390,0,0,0,0,0,86,84,64,0,0,0,0,0,0,0,50,50,0,0,0,92,64,0,0,3
"19543",1575.5,50,1525.5,0,0,0,0,0,135,196,202,0,0,0,0,0,0,0,50,0,0,0,0,104,68,1224,2572.5,1
"19559",759.5,15,744.5,0,0,0,0,0,110,165.5,174,0,0,0,0,0,0,15,0,0,0,0,0,133,34,512,0,3
"19572",625,200,425,0,0,0,0,0,0,190,100,0,0,0,0,0,0,25,0,75,0,0,500,52,0,0,415,3
"19599",404,100,304,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,872,0,3
"19623",580,300,280,0,0,0,0,0,120,78,0,0,0,0,0,0,0,50,50,50,50,200,250,0,0,328,0,3
"19674",696,100,596,0,0,0,0,0,67,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,178,1404,0,3
"19824",327,20,307,0,0,0,0,0,77,78,88,0,0,0,0,0,0,20,0,0,0,0,0,0,64,0,0,3
"19857",145,28,117,0,0,0,0,0,117,0,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0,3
"20039",819,100,719,0,0,0,0,0,89,95,270,0,0,0,0,0,0,0,0,100,0,0,0,132,90,172,0,3
"20049",186,100,86,0,0,0,0,0,86,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,3
"20077",2442.33,950,1492.33,18,112,63.33,260,0,0,192,133,100,0,250,100,0,250,0,250,0,0,0,0,624,90,0,0,1
"20101",190.5,4,186.5,70,0,0,0,0,71,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,227.5,3
"20130",726.5,375,351.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,75,400,500,0,97.5,0,1270,3
"20137",200,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,3
"20149",417,75,342,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,75,0,0,81,64,0,500,3
"20216",94.5,5,89.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,40,198,0,3
"20392",1321.5,91,1230.5,0,0,0,0,0,0,212,336,0,0,0,0,0,0,0,16,0,0,0,375,239,0,304,1837.5,1
"20413",2107,450,1657,0,0,0,0,0,0,41,402,0,0,0,0,0,0,0,50,100,100,400,500,203,432,0,2895,1
"20417",883,325,558,0,0,0,0,0,0,108,262,0,0,0,0,0,0,0,0,75,100,200,500,0,0,400,440,3
"20441",1873,25,1848,0,0,0,0,0,0,268,100,0,0,0,0,0,0,0,0,25,0,0,0,365,355,1504,1920,1
"20447",1315,165,1150,0,0,0,0,0,0,86,243,0,0,0,0,0,0,0,0,0,0,660,0,273,192,1040,480,3
"20499",819,5,814,0,0,0,0,0,0,192,204,0,0,0,0,0,0,0,0,0,5,0,0,0,172,984,0,3
"20540",1803,500,1303,0,0,0,0,0,0,225,358,0,0,0,0,0,0,0,0,0,0,2000,0,156,164,1600,0,1
"20575",490,120,370,0,0,0,0,0,0,18,54,0,0,0,0,0,0,20,100,0,0,0,0,46,252,0,0,3
"20596",760,100,660,0,0,0,0,0,184,100,168,0,0,0,0,0,0,0,0,100,0,0,0,208,0,0,0,3
"20610",1901,55,1846,0,0,0,0,0,0,170,331,0,0,0,0,0,0,0,0,25,30,0,0,200,385,1384,2070,1
"20664",2401,1250,1151,0,0,0,0,0,0,168,338,0,0,0,0,0,0,0,250,250,250,1000,1250,231,148,368,870,1
"20691",146,50,96,0,0,0,0,0,0,96,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,3
"20706",204,50,154,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,3
"20739",159,75,84,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,3
"20761",2350.5,42,2308.5,0,0,0,0,0,0,241,348,0,0,0,0,0,0,0,0,0,0,0,210,468,372,1742,2220,1
"20764",1160,50,1110,0,0,0,0,0,0,399,558,0,0,0,0,0,0,0,50,0,0,0,0,153,0,0,0,3
"20773",136.5,40,96.5,0,0,0,0,0,0,26,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.5,3
"20791",267,50,217,0,0,0,0,0,0,126,91,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,3
"20803",254,160,94,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,100,0,0,0,300,0,0,0,0,3
