"","X2004.Donation","X2005.Donation","X2006.Donation","X2007.Donation","X2008.Donation","X2009.Donation","X2010.Donation","X2011.Donation","X2012.Donation","X2013.Donation","X2014.Donation","KmeansClustering.cluster"
"1162",25,50,50,50,25,25,25,25,25,0,0,3
"1167",50,25,0,0,0,0,0,0,0,0,0,3
"1189",0,0,0,0,0,0,0,0,0,0,0,3
"1218",0,0,0,0,0,1500,0,0,0,0,1350,2
"1224",0,0,0,0,20,0,25,25,25,0,30,3
"1235",0,100,250,250,250,250,250,250,250,0,0,2
"1243",0,200,0,0,0,0,0,0,35,0,0,3
"1255",0,0,0,0,0,0,0,0,0,0,20,3
"1256",0,0,0,0,0,0,25,0,0,0,0,3
"1262",0,0,0,0,0,0,0,0,0,0,0,3
"1277",0,0,0,0,0,0,0,0,0,2,0,3
"1283",0,0,50,50,0,0,0,0,0,0,0,3
"1290",0,200,0,100,0,100,100,0,100,0,100,3
"1322",0,2500,0,0,0,0,0,0,0,0,0,2
"1337",0,0,0,0,0,0,25,25,20,0,60,3
"1347",0,0,0,0,0,0,0,0,0,100,75,3
"1351",0,0,0,0,50,0,0,0,0,0,0,3
"1358",0,0,0,0,0,0,0,0,0,0,25,3
"1362",0,0,0,0,0,50,50,50,50,100,50,3
"1372",0,100,100,0,0,0,0,0,0,0,0,3
"1373",100,0,0,0,100,50,50,0,0,0,0,3
"1384",100,20,100,122,48,50,35,0,0,0,0,3
"1388",100,0,0,0,0,0,0,0,0,0,0,3
"1393",50,50,50,50,50,50,50,50,50,0,0,3
"1418",0,200,0,0,0,0,0,0,0,0,0,3
"1422",0,0,0,0,0,0,0,0,0,0,350,3
"1447",25,25,50,50,50,50,50,50,50,50,75,3
"1449",0,0,0,0,0,0,0,0,0,0,0,3
"1450",0,0,0,0,0,0,50,0,0,0,0,3
"1476",0,0,0,0,0,0,0,0,0,100,0,3
"1501",0,0,0,0,0,0,0,0,0,30,0,3
"1505",0,0,0,0,0,4,0,0,0,0,0,3
"1509",0,0,0,0,0,7,0,0,0,0,0,3
"1537",0,0,0,0,0,0,100,25,0,0,0,3
"1578",0,0,0,0,0,0,0,0,4000,0,0,1
"1589",0,0,0,0,0,50,100,0,0,0,0,3
"1623",0,0,0,0,0,0,0,0,0,0,0,3
"1635",0,0,0,0,0,0,0,50,50,0,50,3
"1666",0,0,0,0,0,0,0,25,25,50,0,3
"1678",0,0,0,0,0,4,0,0,0,0,0,3
"1759",0,0,0,0,0,0,0,0,0,0,0,3
"1818",0,0,0,0,0,0,0,25,0,0,0,3
"1819",50,50,75,75,100,100,100,100,100,100,165,3
"1848",0,0,0,0,2,0,0,0,0,0,0,3
"1874",0,0,0,0,0,0,0,75,0,0,0,3
"1877",0,0,0,0,0,0,750,750,0,1500,0,1
"1891",0,0,0,0,0,25,25,25,25,0,0,3
"1947",0,0,0,0,0,0,0,0,0,0,0,3
"1955",0,0,50,0,0,0,0,0,0,0,0,3
"1959",0,0,0,0,100,50,0,0,0,0,0,3
"1999",0,0,0,0,0,1,0,0,0,0,0,3
"2008",0,0,0,0,0,0,0,0,0,0,30,3
"2037",0,0,0,0,0,0,0,0,0,0,0,3
"2062",150,100,100,50,50,50,0,50,0,0,0,3
"2063",0,10,0,15,0,0,0,0,0,10,0,3
"2074",0,0,0,0,0,0,1000,1000,0,0,0,2
"2085",0,0,0,0,0,0,0,0,0,100,200,3
"2091",0,0,0,0,0,0,25,0,0,0,0,3
"2092",0,0,0,0,0,4,0,0,0,0,0,3
"2113",0,0,0,0,0,500,500,1500,500,0,0,2
"2139",0,0,0,0,0,0,0,50,0,0,0,3
"2173",0,0,0,0,0,0,0,0,0,0,0,3
"2186",50,0,0,100,0,100,100,0,0,0,0,3
"2201",0,0,0,0,0,1,0,0,0,0,0,3
"2205",0,0,0,0,0,3,0,0,0,0,0,3
"2247",0,0,0,0,0,1,0,0,0,0,0,3
"2269",0,0,0,0,0,0,0,0,0,0,50,3
"2298",0,0,0,0,0,0,25,50,0,50,100,3
"2318",0,75,15,15,20,0,0,0,0,0,0,3
"2333",50,0,0,0,0,0,0,0,0,0,100,3
"2348",0,0,0,500,500,500,450,0,500,600,250,2
"2368",0,0,0,0,0,5,0,0,0,0,0,3
"2376",0,0,0,0,0,25,0,0,0,0,0,3
"2408",13,0,0,10,0,0,0,0,0,0,0,3
"2414",0,0,0,15,0,25,25,50,50,55,30,3
"2424",0,0,0,0,0,0,10,0,0,10,20,3
"2445",0,0,0,0,0,1,0,0,0,0,0,3
"2449",450,450,450,450,525,525,525,525,600,200,0,2
"2458",0,35,0,50,50,50,50,50,0,0,0,3
"2476",0,0,0,0,0,1,0,0,0,0,0,3
"2491",50,50,0,0,0,0,0,0,0,0,0,3
"2534",0,0,0,0,0,0,0,0,0,0,50,3
"2563",0,0,0,0,0,1,0,0,0,0,0,3
"2599",0,0,0,0,0,5,0,0,0,0,0,3
"2635",0,0,0,0,0,0,0,50,0,100,100,3
"2677",0,0,0,0,0,25,250,250,250,275,275,3
"2701",0,0,0,100,0,0,0,0,0,0,0,3
"2721",0,0,0,0,0,0,0,0,0,0,0,3
"2733",0,0,0,0,0,0,0,0,0,30,30,3
"2744",0,100,0,0,0,0,25,0,0,0,0,3
"2778",0,0,0,0,0,3,0,0,0,0,0,3
"2787",0,0,0,0,0,50,50,0,0,0,0,3
"2839",0,0,0,0,0,0,0,0,25,0,0,3
"3016",0,0,0,0,0,0,0,0,0,31,0,3
"3017",0,0,0,0,0,0,0,0,0,0,0,3
"3033",0,0,0,0,0,0,0,0,0,100,0,3
"3048",0,0,0,0,0,0,0,0,0,200,0,3
"3053",0,0,0,0,0,0,0,0,0,0,0,3
"3057",0,0,0,0,0,25,0,0,0,0,0,3
"3071",0,0,0,0,0,0,25,0,0,0,0,3
"3084",0,0,0,0,0,0,0,14,0,0,0,3
"3139",0,0,0,0,0,0,0,0,0,0,165,3
"3154",0,0,0,0,0,0,0,0,0,0,0,3
"3163",0,0,0,0,0,0,50,0,0,0,0,3
"3174",0,0,0,0,0,0,25,0,0,0,0,3
"3213",0,0,0,0,0,1,0,0,0,0,0,3
"3215",0,0,0,0,0,0,0,50,0,0,0,3
"3227",0,0,0,0,1000,0,1000,500,0,0,0,2
"3300",0,0,0,0,0,0,0,0,0,0,0,3
"3419",0,0,0,0,0,0,5,18,0,13,10.5,3
"3422",0,0,0,0,0,0,0,0,0,0,165,3
"3428",0,0,15,15,20,0,0,0,0,0,0,3
"3431",0,0,0,0,0,0,0,0,0,0,30,3
"3452",0,0,0,0,0,0,50,0,0,0,0,3
"3472",0,0,0,0,0,0,0,0,25,0,0,3
"3485",0,0,0,0,0,1,0,0,0,0,0,3
"3491",50,50,0,0,0,0,0,0,0,0,0,3
"3537",0,0,15,15,20,20,25,25,25,30,30,3
"3585",0,0,0,0,0,0,50,0,0,0,0,3
"3605",13,0,25,0,30,25,0,0,0,25,0,3
"3655",0,0,0,0,0,0,0,0,1100,0,0,3
"3661",0,0,0,0,0,0,5,0,10,5,0,3
"3673",0,0,0,0,0,0,0,0,0,0,0,3
"3689",0,0,0,0,0,0,0,0,0,0,0,3
"3699",0,0,0,0,0,2,0,0,0,0,0,3
"3712",50,50,50,50,0,0,50,0,0,0,75,3
"3726",0,0,0,0,0,0,25,0,0,30,0,3
"3727",0,75,100,100,0,50,50,50,100,0,0,3
"3810",0,0,50,50,100,50,50,0,0,250,200,3
"3881",0,0,0,0,0,0,25,50,0,0,0,3
"3949",0,20,0,0,0,0,0,0,0,0,0,3
"3985",0,0,0,0,0,242,0,100,0,0,0,3
"4037",0,0,0,0,0,2,0,0,0,0,0,3
"4050",0,1,0,50,50,50,100,140,0,25,0,3
"4076",0,0,0,0,0,0,0,0,0,0,50,3
"4108",0,0,0,0,0,1,0,0,0,0,0,3
"4119",0,0,65,75,100,100,100,100,100,25,0,3
"4234",0,0,0,0,0,0,0,0,0,0,0,3
"4269",0,0,0,0,0,0,25,25,0,0,200,3
"4276",0,0,0,0,0,0,0,0,0,0,30,3
"4297",0,0,0,0,0,5,0,0,0,0,0,3
"4311",0,0,0,0,0,0,0,0,0,0,350,3
"4329",50,25,15,65,20,25,25,0,75,35,0,3
"4344",0,0,0,0,0,0,0,0,0,0,0,3
"4371",0,100,50,100,150,0,200,100,150,250,200,3
"4381",0,0,0,0,0,0,0,0,75,0,0,3
"4406",0,0,0,0,0,3,0,0,0,0,0,3
"4438",0,0,0,0,0,0,0,0,0,0,350,3
"4466",0,0,0,0,100,0,0,0,0,0,0,3
"4478",0,0,0,0,0,100,125,0,0,0,0,3
"4491",0,0,0,0,0,0,0,0,0,0,0,3
"4494",50,0,0,0,0,0,0,0,0,0,0,3
"4506",0,0,0,0,0,0,0,0,20,0,0,3
"4564",0,0,0,0,0,0,0,0,0,50,0,3
"4596",0,0,0,0,0,1,0,0,0,0,0,3
"4614",0,0,0,0,20,0,0,0,0,0,0,3
"4618",0,0,0,0,0,0,0,0,0,0,175,3
"4623",0,0,0,0,0,0,0,0,0,0,0,3
"4736",0,0,0,0,0,0,25,0,0,0,0,3
"4765",0,16,25,21,20,0,25,0,0,25,0,3
"4769",0,0,0,14,20,0,0,0,0,0,0,3
"4771",0,0,0,0,0,0,0,0,100,100,100,3
"4774",0,0,0,0,0,4,0,0,0,0,0,3
"4779",0,50,50,35,50,0,0,0,50,0,0,3
"4800",0,0,0,0,250,0,0,25,200,250,0,3
"4807",0,0,0,0,0,4,0,0,0,0,0,3
"4809",100,100,250,250,250,250,100,250,250,500,500,2
"4815",0,0,0,0,0,0,0,0,0,0,0,3
"4844",0,0,0,50,0,0,0,0,0,0,0,3
"4862",0,50,0,0,0,0,0,0,0,0,0,3
"4866",50,0,0,0,0,0,0,0,0,0,0,3
"4876",0,0,0,0,100,0,0,0,0,0,0,3
"4905",0,0,0,0,0,25,25,0,100,0,0,3
"4917",0,0,0,0,0,0,0,0,0,0,150,3
"4941",0,200,0,50,0,0,0,0,0,0,0,3
"4963",0,0,0,0,0,0,0,0,0,0,0,3
"4987",0,100,0,100,0,100,0,0,0,0,0,3
"4996",0,0,0,0,0,0,25,100,25,30,0,3
"5009",0,0,0,50,100,0,0,75,0,100,0,3
"5046",0,0,0,0,0,0,0,100,100,90,100,3
"5063",0,0,0,0,0,0,0,0,0,0,0,3
"5064",25,0,0,0,0,150,0,0,0,0,0,3
"5069",0,0,0,0,0,0,0,100,0,0,0,3
"5101",0,0,0,0,0,60,0,0,0,0,0,3
"5111",0,0,0,0,0,4,0,25,0,0,0,3
"5114",0,0,0,0,0,0,0,0,25,0,0,3
"5131",0,0,0,0,0,1,0,0,0,0,0,3
"5142",0,0,0,0,20,0,0,0,0,0,0,3
"5181",100,100,0,100,0,0,0,0,0,0,0,3
"5190",0,0,0,0,0,0,0,250,250,250,100,3
"5205",0,0,0,0,0,0,0,0,0,0,0,3
"5237",0,0,0,0,0,0,0,0,100,100,0,3
"5279",0,0,0,0,0,1,0,0,0,0,0,3
"5286",16,0,0,0,0,0,0,0,0,0,0,3
"5293",100,0,0,0,0,0,0,0,0,0,0,3
"5302",0,0,0,0,0,100,0,0,0,0,0,3
"5303",0,0,0,0,0,1,0,0,0,0,0,3
"5314",0,0,0,0,0,0,0,0,0,0,165,3
"5317",0,0,0,0,0,0,0,100,100,250,0,3
"5355",0,0,0,0,0,1,0,0,0,0,0,3
"5363",0,0,0,0,0,2,0,0,0,0,0,3
"5395",0,0,0,0,0,2,0,0,0,0,0,3
"5397",0,0,0,0,0,0,0,0,25,0,0,3
"5417",50,0,0,0,0,0,0,0,0,0,0,3
"5434",35,100,100,100,0,0,0,0,0,0,0,3
"5435",100,100,100,100,100,100,0,0,0,100,100,3
"5446",100,100,100,100,100,0,0,100,0,100,100,3
"5451",0,0,250,250,0,500,0,0,100,0,0,2
"5459",500,580,0,0,0,0,0,0,0,0,0,3
"5491",0,0,0,0,0,20,0,20,10,0,0,3
"5500",25,0,0,0,0,0,0,0,0,0,0,3
"5513",0,0,0,0,0,0,0,0,0,0,500,3
"5532",0,0,0,0,0,0,0,0,0,0,0,3
"5564",0,0,5,0,0,0,0,0,0,0,0,3
"5580",0,0,0,0,0,10,0,0,0,0,0,3
"5585",0,0,0,0,0,20,25,0,0,0,30,3
"5636",0,0,0,0,0,5,0,0,0,0,0,3
"5734",0,40,0,0,0,0,0,0,0,0,0,3
"5739",0,0,0,0,0,50,50,50,0,0,0,3
"5750",0,50,0,0,0,0,0,0,0,0,0,3
"5781",0,0,0,0,50,0,0,0,0,0,0,3
"5830",100,100,109,0,100,50,50,75,75,100,100,3
"5859",0,0,0,0,0,0,0,0,0,25,25,3
"5860",0,6,0,0,0,0,0,0,0,0,0,3
"5887",0,0,0,0,0,0,0,0,0,0,350,3
"5895",0,0,0,0,0,0,0,0,0,592,1000,1
"5919",500,250,0,250,0,0,0,0,0,0,0,3
"5923",0,0,0,0,0,0,0,75,0,0,0,3
"5929",0,0,0,0,0,0,0,50,0,0,0,3
"5931",200,250,0,120,0,0,0,0,0,20,1165,3
"5934",50,50,100,100,100,100,100,100,50,50,75,3
"5943",0,0,0,19,0,0,0,0,0,0,0,3
"6013",0,0,0,0,0,0,0,0,0,0,30,3
"6036",0,0,0,0,0,100,100,100,100,100,100,3
"6051",0,0,0,0,20,0,0,0,0,0,0,3
"6053",0,0,0,0,20,0,0,0,0,0,0,3
"6064",150,150,225,225,225,100,100,50,100,100,100,2
"6079",0,0,0,0,0,2,0,0,0,0,0,3
"6096",0,0,0,0,0,1,0,0,0,0,0,3
"6107",0,0,0,0,9,0,0,0,0,0,0,3
"6109",0,0,15,15,0,0,0,0,0,30,0,3
"6123",250,250,250,150,0,150,150,150,150,250,550,2
"6136",0,0,0,250,0,0,0,0,0,0,0,3
"6140",75,75,100,100,100,75,75,75,100,100,100,3
"6144",0,0,0,0,0,0,0,0,0,0,0,3
"6191",0,0,0,0,0,0,0,0,0,0,1000,3
"6200",0,0,0,0,0,0,0,0,0,0,0,3
"6202",0,0,0,0,0,0,0,0,0,500,0,3
"6219",0,0,0,0,0,0,0,0,250,250,500,3
"6228",0,0,0,0,0,1,0,0,0,0,0,3
"6232",50,50,100,0,0,100,0,0,0,0,100,3
"6239",0,0,0,0,20,9,0,0,0,0,0,3
"6260",0,0,0,0,0,25,25,100,100,30,0,3
"6294",50,50,50,50,50,50,50,50,50,50,50,3
"6296",0,0,11,0,0,0,0,0,0,0,0,3
"6299",0,0,0,0,0,0,0,0,0,30,30,3
"6301",0,0,0,0,0,0,0,0,0,0,350,3
"6348",0,0,0,0,0,0,0,0,0,0,0,3
"6349",50,50,0,0,0,0,0,0,0,0,0,3
"6356",0,0,0,0,0,0,0,0,25,20,0,3
"6361",0,0,0,0,0,0,0,0,0,0,165,3
"6391",50,50,0,50,50,53,0,50,50,0,0,3
"6395",0,0,25,0,0,0,0,0,0,0,0,3
"6449",0,0,0,0,0,0,0,0,75,0,0,3
"6475",0,0,0,0,0,0,25,0,0,0,0,3
"6505",0,0,0,15,0,0,25,25,25,30,0,3
"6514",17,0,0,0,0,0,0,0,0,0,0,3
"6522",0,50,0,50,0,50,0,0,0,0,200,3
"6523",0,0,0,11,0,0,0,0,0,0,0,3
"6530",0,25,0,25,0,25,80,80,80,0,50,3
"6538",0,100,0,0,0,0,0,0,100,100,100,3
"6578",0,0,0,0,50,0,0,0,0,0,0,3
"6592",0,0,0,0,0,25,0,50,0,0,0,3
"6634",0,0,0,0,0,0,0,0,0,0,20,3
"6639",200,100,125,125,150,150,200,250,250,250,250,2
"6655",0,25,15,15,0,0,0,0,0,0,0,3
"6689",0,0,0,0,0,0,0,0,0,50,0,3
"6698",0,0,0,0,0,0,0,100,0,165,0,3
"6699",0,0,0,104,0,0,30,35,30,30,35,3
"6724",0,0,100,250,0,250,0,300,275,250,100,3
"6742",0,0,0,0,0,0,0,100,100,100,0,3
"6762",0,0,15,15,0,0,0,0,0,0,0,3
"6787",0,0,0,0,0,25,0,0,50,0,0,3
"6791",0,0,0,0,0,75,75,0,0,75,0,3
"6850",60,0,0,0,0,0,0,0,0,0,0,3
"6894",25,0,0,0,0,0,0,0,0,0,0,3
"6908",0,0,0,0,0,25,0,0,0,0,0,3
"6918",200,100,100,100,100,100,0,0,100,100,0,3
"6941",0,0,0,0,0,0,0,0,25,0,0,3
"6958",0,0,0,0,0,0,0,0,205,182.67,100,3
"7012",100,0,0,0,0,0,0,0,0,0,0,3
"7016",0,0,0,15,0,0,0,0,0,0,0,3
"7018",0,0,0,0,50,0,25,50,0,50,66,3
"7039",0,0,0,0,0,0,0,21,40,83,0,3
"7060",0,0,0,0,0,0,100,100,0,0,0,3
"7061",0,0,0,0,0,0,0,0,0,100,175,3
"7112",0,0,0,0,0,27,0,0,0,0,0,3
"7125",0,0,0,0,0,1,0,0,0,0,0,3
"7134",0,0,0,0,0,0,23,0,0,0,0,3
"7148",0,0,0,1500,1500,750,250,0,0,0,0,2
"7162",0,0,0,0,0,25,25,25,0,0,0,3
"7189",0,0,0,0,0,0,0,0,0,50,0,3
"7289",100,100,115,100,120,100,100,100,0,0,0,3
"7334",25,50,0,50,50,0,0,25,25,0,0,3
"7367",0,0,0,0,20,25,25,25,25,30,0,3
"7418",500,500,500,500,500,0,0,0,0,0,0,2
"7442",0,0,0,0,20,35,0,0,0,0,0,3
"7507",0,0,0,0,0,0,0,0,0,50,0,3
"7532",0,50,0,0,0,0,0,0,0,0,0,3
"7597",0,0,0,0,0,2,0,0,0,0,0,3
"7616",50,100,100,100,0,100,0,0,100,0,0,3
"7652",0,0,250,250,250,0,0,0,0,0,0,3
"7655",250,100,265,250,250,250,250,250,250,250,250,2
"7711",0,0,0,0,0,5,0,0,0,0,0,3
"7734",0,0,0,0,10,10,20,25,20,40,0,3
"7754",0,0,0,0,0,0,25,0,0,40,0,3
"7777",0,50,0,0,0,0,0,0,0,0,0,3
"7780",0,0,15,100,0,0,0,0,0,0,0,3
"7819",0,0,0,0,0,1,0,0,0,0,0,3
"7851",0,50,0,0,0,0,0,0,0,0,0,3
"7869",0,0,0,0,0,0,0,0,0,0,0,3
"7895",0,0,0,0,0,0,25,0,0,0,0,3
"7952",0,0,0,50,50,50,50,50,75,100,200,3
"7996",0,0,50,100,0,0,0,0,0,0,0,3
"8016",0,0,0,0,0,0,0,0,0,0,175,3
"8028",0,0,0,0,20,0,0,0,0,0,0,3
"8054",0,0,0,0,0,3,0,0,0,0,0,3
"8057",0,0,0,0,250,0,0,100,100,0,50,3
"8094",0,0,0,0,0,0,0,0,0,0,100,3
"8140",0,0,0,0,0,0,0,0,250,0,0,3
"8146",0,0,0,0,0,4,0,0,0,0,0,3
"8187",0,0,0,0,0,0,0,50,0,30,375,3
"8193",0,0,0,0,100,0,0,0,0,0,0,3
"8251",0,60,0,0,0,0,0,0,0,0,1500,3
"8375",50,50,50,50,55,60,60,60,60,60,70,3
"8390",0,0,15,15,0,0,0,0,0,0,0,3
"8433",0,0,0,0,0,2,0,0,0,0,0,3
"8442",0,0,0,0,0,100,100,0,0,0,0,3
"8484",0,0,0,0,0,0,100,0,25,0,0,3
"8493",0,0,0,0,0,0,0,0,0,0,100,3
"8520",0,0,0,0,0,0,0,0,0,100,250,3
"8560",0,0,0,0,0,0,0,0,0,50,0,3
"8590",0,0,0,0,0,0,0,0,0,0,0,3
"8617",0,0,0,0,0,1,0,0,0,0,0,3
"8619",100,100,0,200,0,0,0,100,100,0,100,3
"8623",0,2,0,0,0,0,0,0,0,0,0,3
"8632",0,0,0,0,0,25,25,25,0,0,0,3
"8636",1,10,0,0,2,0,0,0,0,0,0,3
"8637",25,25,0,0,0,0,0,0,0,0,0,3
"8691",0,0,0,0,0,0,0,0,0,0,0,3
"8719",56,56,50,0,0,0,0,0,0,0,0,3
"8722",0,0,0,0,100,0,0,0,0,0,0,3
"8728",0,0,0,0,0,0,0,0,0,0,0,3
"8742",0,0,0,0,0,0,0,0,0,0,0,3
"8757",0,0,100,500,0,500,100,0,0,500,500,2
"8768",250,300,0,250,0,0,0,0,0,0,0,3
"8817",0,0,0,0,0,0,0,31,0,30,0,3
"8818",0,0,0,0,0,0,0,0,0,250,0,3
"8830",0,0,0,0,0,0,0,0,0,0,0,3
"8949",200,0,0,0,0,0,0,0,0,0,0,3
"8984",0,50,100,50,75,100,0,0,100,0,100,3
"9038",0,0,0,0,0,0,25,0,0,0,0,3
"9050",0,0,0,0,0,0,0,0,0,0,165,3
"9069",0,0,0,0,0,0,0,0,0,27,29,3
"9075",0,0,0,0,0,1,0,0,0,0,0,3
"9084",0,0,0,100,100,0,0,0,100,100,100,3
"9091",0,0,0,0,0,25,50,50,0,0,50,3
"9093",50,50,50,50,50,50,0,0,0,20,515,3
"9117",0,0,75,0,0,0,0,0,0,0,0,3
"9161",0,50,0,0,100,0,0,0,0,0,0,3
"9163",0,0,0,0,0,0,0,0,0,0,0,3
"9223",0,0,0,0,0,0,0,0,0,0,0,3
"9259",0,0,0,0,0,0,100,100,0,0,0,3
"9341",0,0,0,0,0,75,50,0,100,100,100,3
"9356",0,0,15,15,20,0,0,0,0,0,0,3
"9378",0,0,0,0,0,0,0,0,0,0,15,3
"9397",0,500,500,250,250,250,0,0,0,0,0,2
"9402",0,0,0,0,0,1,0,0,0,0,0,3
"9403",0,0,0,15,0,0,0,0,0,0,0,3
"9415",0,0,0,0,0,0,0,0,0,0,0,3
"9541",100,100,100,100,100,100,100,100,100,100,100,3
"9544",25,0,0,0,0,0,0,0,0,0,0,3
"9559",0,0,0,0,0,0,0,0,0,30,0,3
"9566",0,0,1000,1000,1000,1000,0,0,0,0,0,2
"9573",250,250,250,500,500,500,500,250,250,250,250,2
"9578",0,100,450,200,100,0,0,0,0,0,0,3
"9728",0,500,0,0,20,0,0,0,0,0,0,3
"9731",0,0,0,0,0,25,0,0,0,0,0,3
"9758",0,0,0,0,0,0,0,0,0,0,0,3
"9770",0,50,0,250,100,0,0,0,0,0,0,3
"9774",0,266,15,15,20,25,50,0,0,0,0,3
"9780",50,0,0,0,0,0,0,0,0,0,0,3
"9797",0,0,0,0,0,0,0,0,0,75,0,3
"9801",0,0,0,0,0,0,0,0,0,0,250,3
"9830",0,100,0,0,0,0,0,0,0,0,0,3
"10002",0,0,0,0,0,0,0,0,25,0,0,3
"10018",0,0,0,0,0,0,0,0,0,25,0,3
"10020",25,25,25,25,0,25,25,25,25,25,30,3
"10035",0,50,0,0,0,0,0,0,0,0,0,3
"10043",0,0,0,0,0,0,0,0,0,0,0,3
"10056",0,200,0,0,0,0,0,0,0,0,0,3
"10065",50,25,25,25,0,0,0,0,0,0,0,3
"10075",0,0,0,0,20,0,0,0,0,30,40,3
"10078",0,0,0,0,25,35,35,0,40,0,0,3
"10091",0,0,0,0,0,0,0,0,1000,2500,750,1
"10123",0,0,0,150,0,0,0,0,0,0,0,3
"10159",0,0,105,0,100,2,0,100,0,75,0,3
"10173",0,0,0,0,0,1,0,0,0,0,0,3
"10218",0,0,0,0,0,0,0,0,0,0,50,3
"10228",0,0,0,0,0,3,0,0,0,0,0,3
"10237",0,0,0,0,0,0,0,0,0,0,30,3
"10265",0,0,0,0,0,0,0,0,0,100,0,3
"10303",0,0,0,0,0,350,0,100,0,0,0,3
"10320",0,0,0,0,0,0,0,0,100,0,0,3
"10350",0,0,0,65,70,0,25,0,0,0,30,3
"10376",100,50,50,50,100,103,100,100,100,100,100,3
"10389",3,0,0,0,0,0,0,0,0,0,0,3
"10429",0,0,0,0,0,50,0,0,0,0,0,3
"10475",0,0,0,0,0,50,0,0,0,0,0,3
"10499",50,50,50,15,50,50,125,25,0,0,0,3
"10502",0,0,0,0,0,4,0,0,0,0,0,3
"10515",0,0,0,0,0,30,30,0,0,0,0,3
"10529",0,50,50,50,0,0,0,0,0,0,0,3
"10565",0,0,0,0,0,0,0,25,0,0,0,3
"10590",0,0,0,0,0,0,0,100,100,0,0,3
"10607",0,0,0,0,0,0,0,0,1,0,0,3
"10622",0,0,0,0,0,0,0,0,0,1550,0,1
"10637",0,0,0,0,0,0,0,0,0,0,50,3
"10642",0,0,0,0,50,0,50,25,75,50,0,3
"10643",0,0,0,0,0,2,0,0,0,0,0,3
"10669",0,0,0,0,0,1,0,0,0,0,0,3
"10676",0,0,0,25,0,0,0,0,0,0,0,3
"10682",0,0,0,0,20,0,0,0,0,0,0,3
"10726",0,0,0,0,0,0,0,75,100,150,0,3
"10752",0,0,0,0,0,0,0,0,0,0,100,3
"10808",0,25,10,0,0,0,0,0,0,0,0,3
"10817",0,0,0,0,0,20,25,25,0,0,0,3
"10834",0,0,100,0,0,0,0,0,0,0,0,3
"10866",0,0,100,50,0,0,0,0,0,0,0,3
"10886",0,0,0,0,0,0,50,100,0,75,0,3
"10932",0,0,0,0,0,0,4,0,0,0,0,3
"10950",0,0,0,0,0,0,25,0,0,0,0,3
"10957",0,0,0,0,0,50,25,0,0,0,0,3
"11028",0,0,0,0,0,0,0,25,24,0,0,3
"11033",0,0,0,50,60,0,0,0,0,0,0,3
"11034",0,0,0,0,0,0,0,0,25,0,0,3
"11040",12,0,0,0,0,0,0,0,0,0,0,3
"11111",0,0,0,0,0,50,50,50,75,100,100,3
"11118",5,0,0,0,0,0,0,0,0,0,0,3
"11125",0,0,0,0,0,0,0,0,0,30,50,3
"11160",0,0,0,0,0,0,0,0,0,0,100,3
"11175",0,0,0,0,0,0,0,0,0,0,600,3
"11177",0,100,25,25,25,25,25,25,25,0,25,3
"11198",0,0,0,0,0,0,0,0,100,100,100,3
"11201",0,100,0,0,0,0,0,0,0,0,0,3
"11273",15,10,10,25,10,5,0,25,10,0,0,3
"11293",0,0,0,0,0,2,0,0,0,0,0,3
"11311",0,100,100,125,125,125,125,0,100,100,100,3
"11338",0,0,0,0,0,0,0,0,0,0,0,3
"11345",0,0,0,0,0,0,50,50,50,0,0,3
"11461",0,0,0,50,50,0,0,0,0,0,0,3
"11562",0,0,0,0,100,0,0,0,0,100,0,3
"11566",0,0,100,0,0,1,0,0,0,0,0,3
"11592",0,0,0,0,0,1,0,0,0,0,0,3
"11599",0,0,0,0,0,0,100,0,0,0,0,3
"11601",25,0,0,0,0,0,0,0,0,0,0,3
"11611",100,100,100,100,125,100,100,100,100,0,0,3
"11634",100,100,100,100,100,0,50,50,0,0,0,3
"11641",0,0,0,100,200,100,25,100,0,0,0,3
"11691",0,0,0,0,0,100,100,150,0,265,200,3
"11699",0,0,0,0,0,0,0,0,0,50,0,3
"11724",25,25,0,25,25,25,25,25,0,0,0,3
"11769",0,0,0,0,0,0,0,0,0,0,0,3
"11792",0,0,0,0,0,1,0,0,0,0,0,3
"11803",2,0,0,0,0,0,0,0,0,0,0,3
"11861",0,100,0,100,0,250,0,0,0,0,100,3
"11890",0,0,0,0,0,0,0,0,20,0,0,3
"11897",0,0,0,0,0,0,0,0,0,0,25,3
"11900",0,0,0,0,20,0,25,35,0,95,0,3
"11910",0,0,0,0,0,0,0,0,0,50,0,3
"11985",0,0,0,5,0,0,5,0,0,30,0,3
"12007",0,0,0,20,0,0,0,0,0,0,0,3
"12011",0,0,25,0,0,0,0,0,0,0,0,3
"12049",0,0,0,0,0,0,100,0,0,0,0,3
"12081",0,0,0,0,0,0,0,0,100,0,0,3
"12195",0,0,0,0,0,0,100,0,0,0,0,3
"12206",0,0,0,0,0,0,0,30,30,30,30,3
"12207",0,15,0,15,15,15,15,0,0,0,0,3
"12254",0,0,0,10,0,0,0,0,0,0,0,3
"12304",0,0,0,0,1000,0,0,0,0,1000,1000,1
"12325",50,50,100,100,0,0,0,0,0,50,0,3
"12337",0,0,0,0,0,0,0,0,0,0,165,3
"12414",0,0,0,0,50,0,0,0,0,0,0,3
"12444",50,0,15,50,50,0,25,0,25,0,0,3
"12504",0,0,0,0,0,1,0,0,0,0,0,3
