"","X2004.Donation","X2005.Donation","X2006.Donation","X2007.Donation","X2008.Donation","X2009.Donation","X2010.Donation","X2011.Donation","X2012.Donation","X2013.Donation","X2014.Donation","KmeansClustering.cluster"
"12512",0,0,250,0,0,0,0,0,0,0,0,3
"12515",100,300,100,0,0,0,0,100,0,0,0,3
"12529",0,0,0,0,0,0,0,0,0,0,0,3
"12579",50,0,0,0,0,0,0,0,0,0,0,3
"12658",0,0,0,0,0,1,0,0,0,0,0,3
"12700",256,256,306,0,0,0,0,0,0,0,0,3
"12810",0,0,0,0,0,0,25,0,25,0,30,3
"12869",0,0,0,0,0,0,0,0,100,100,100,3
"12889",0,0,0,0,0,50,25,0,0,0,0,3
"12952",0,0,0,0,50,50,50,50,75,125,0,3
"12969",0,0,0,0,0,1,0,0,0,0,0,3
"12974",0,0,0,0,0,5,0,0,0,0,0,3
"13060",0,5,0,0,0,0,0,0,0,0,0,3
"13094",0,0,50,0,75,0,0,0,0,0,0,3
"13120",0,0,0,15,0,0,100,0,0,0,0,3
"13140",0,0,0,0,0,5.47,0,0,0,0,0,3
"13150",100,100,100,100,0,0,0,0,0,0,0,3
"13198",0,100,250,250,250,0,0,0,0,0,0,3
"13280",0,9,0,0,0,0,0,0,0,0,0,3
"13292",0,0,0,0,0,0,0,0,0,0,850,3
"13302",250,250,0,0,0,0,0,0,0,0,0,3
"13314",50,100,0,0,0,0,0,0,0,0,0,3
"13318",0,0,0,0,125,0,100,100,100,100,0,3
"13327",0,0,0,35,0,0,0,0,0,0,0,3
"13391",0,0,0,0,30,50,65,85,100,125,125,3
"13402",0,0,0,0,0,1,0,0,0,0,0,3
"13410",50,0,0,0,0,0,0,0,0,0,50,3
"13412",0,0,0,0,0,4,0,0,0,0,0,3
"13512",0,0,0,25,18,28,18,0,0,0,0,3
"13573",0,0,0,0,0,0,100,100,0,50,50,3
"13596",100,100,100,110,100,100,100,100,110,50,100,3
"13635",0,0,0,6,6,0,0,0,0,0,0,3
"13637",0,0,0,0,0,25,0,0,0,0,0,3
"13642",0,0,0,11,0,0,0,0,0,0,0,3
"13668",0,0,0,0,0,100,50,0,0,0,0,3
"13697",0,0,0,75,100,100,100,100,100,100,0,3
"13773",0,0,0,0,0,0,100,25,0,0,0,3
"13870",0,0,0,0,0,3,0,0,0,0,0,3
"13883",0,0,15,15,0,0,0,0,0,0,0,3
"13904",0,0,0,0,0,0,0,0,0,0,0,3
"13931",0,0,0,0,0,52,0,0,0,0,75,3
"13958",0,0,0,0,0,50,0,0,0,0,0,3
"13973",0,0,0,0,0,3,0,0,0,0,0,3
"13974",10,10,0,0,0,20,0,0,0,20,0,3
"14112",0,0,0,0,0,0,50,100,150,100,250,3
"14197",0,0,0,0,0,0,25,0,0,0,0,3
"14206",0,0,0,0,0,100,125,100,25,30,0,3
"14208",0,50,0,0,0,0,0,0,0,0,0,3
"14212",25,0,30,50,50,50,50,50,55,25,50,3
"14264",50,0,0,0,0,0,0,0,0,0,0,3
"14266",0,0,0,0,0,0,0,0,0,0,25,3
"14285",50,50,50,50,50,0,0,0,0,0,0,3
"14307",0,0,0,0,50,50,50,50,50,50,50,3
"14322",0,100,200,0,0,0,0,0,0,0,0,3
"14361",0,100,0,0,0,0,0,0,0,0,0,3
"14393",0,0,0,0,0,0,0,0,30,0,0,3
"14488",250,250,250,0,0,0,0,0,0,0,0,3
"14502",0,0,0,11,0,0,0,0,0,0,0,3
"14504",0,0,0,0,0,0,0,0,0,0,0,3
"14505",0,0,0,0,0,0,0,0,0,0,350,3
"14506",0,0,0,15,20,0,0,0,0,0,0,3
"14529",50,75,0,100,0,0,0,50,0,0,0,3
"14553",0,0,0,50,50,50,50,0,0,0,0,3
"14585",0,100,0,100,100,100,50,100,0,0,0,3
"14590",0,0,0,0,0,0,0,10,0,0,0,3
"14727",0,20,20,25,0,0,0,50,25,25,25,3
"14760",0,0,0,0,0,0,0,0,0,0,0,3
"14771",0,0,0,0,0,100,0,0,100,0,0,3
"14870",0,0,0,0,0,50,50,50,75,75,75,3
"14938",100,0,0,0,0,0,0,0,0,0,0,3
"14955",0,0,100,0,0,0,0,0,0,0,0,3
"14961",0,0,0,0,0,0,25,0,0,0,0,3
"14979",0,0,0,25,0,0,0,0,0,0,0,3
"14993",0,50,50,50,0,0,0,0,0,0,0,3
"15054",0,0,0,0,0,0,0,100,0,0,0,3
"15066",0,0,0,0,0,0,0,0,100,100,0,3
"15081",0,0,0,10,0,0,0,0,0,0,0,3
"15099",0,0,0,0,0,1,0,0,0,0,0,3
"15120",0,10,0,0,0,0,0,0,0,0,0,3
"15152",0,0,0,0,0,0,0,0,100,100,100,3
"15203",0,0,100,0,0,0,0,0,0,0,0,3
"15240",0,0,0,0,0,0,0,100,100,100,100,3
"15327",0,0,0,0,0,0,0,200,0,0,0,3
"15351",0,0,0,0,0,0,0,0,0,0,50,3
"15403",0,0,0,0,0,0,50,0,0,0,0,3
"15407",0,0,0,0,0,0,0,0,0,23,0,3
"15408",0,0,0,0,0,0,0,0,0,0,0,3
"15429",0,0,0,0,0,0,0,0,0,0,350,3
"15438",251,251,0,250,250,250,250,250,0,0,0,2
"15545",0,4,0,0,0,0,0,0,0,0,0,3
"15550",250,250,0,0,0,0,0,0,0,100,100,3
"15578",0,0,0,0,0,0,0,0,0,500,0,3
"15789",0,0,0,0,0,0,0,0,0,100,0,3
"15851",0,0,0,0,0,1,0,0,0,0,1050,3
"15958",0,0,0,0,0,0,0,0,0,0,2780,1
"16278",150,750,250,500,500,100,200,100,100,50,100,2
"16328",0,0,0,0,50,0,0,0,0,0,0,3
"16329",0,0,0,0,200,0,0,0,0,0,0,3
"16334",0,0,0,0,100,50,0,0,0,0,0,3
"16342",0,0,0,0,20,0,0,0,0,0,0,3
"16377",0,0,0,0,0,100,0,0,0,0,0,3
"16391",0,0,0,0,0,0,0,350,0,0,0,3
"16443",0,0,0,0,0,0,50,250,200,0,75,3
"16445",0,0,0,0,20,0,0,0,0,0,30,3
"16462",0,0,0,0,0,20,25,0,0,25,25,3
"16476",0,0,0,0,0,0,0,0,25,0,0,3
"16498",0,0,0,0,0,0,30,0,0,0,0,3
"16505",0,0,0,0,0,1,0,0,0,0,0,3
"16520",25,0,0,0,0,50,50,0,0,0,0,3
"16523",0,0,0,0,0,0,0,0,0,100,0,3
"16524",0,0,0,0,0,25,0,0,0,0,0,3
"16578",0,0,0,0,0,50,50,0,0,0,0,3
"16590",0,0,0,0,0,0,25,25,250,250,0,3
"16637",0,0,0,0,0,0,0,500,0,1000,1000,1
"16664",0,0,0,0,0,0,0,0,500,500,0,3
"16665",0,0,0,0,0,0,25,25,25,30,30,3
"16679",0,0,0,0,0,0,0,0,0,100,0,3
"16697",0,0,0,0,0,100,100,0,100,0,0,3
"16711",0,0,0,0,0,100,100,100,0,0,0,3
"16741",0,0,0,0,0,0,0,100,0,100,100,3
"16769",0,0,0,0,0,0,0,0,75,75,0,3
"16787",0,0,0,0,0,8,0,0,0,0,0,3
"16800",0,0,0,0,0,0,0,0,75,0,0,3
"16819",0,0,0,0,0,0,0,0,0,0,100,3
"16821",0,0,0,0,0,25,0,50,0,0,0,3
"16840",0,0,0,0,0,0,25,0,0,0,0,3
"16912",0,0,0,0,0,30,0,0,0,0,0,3
"16917",0,0,0,0,0,3,0,0,0,0,0,3
"16984",0,0,0,0,0,0,0,10,0,0,0,3
"16993",0,0,0,0,0,0,0,0,0,0,25,3
"17014",0,0,0,0,250,0,0,0,0,0,0,3
"17048",0,0,0,0,0,0,0,0,0,0,0,3
"17053",0,0,0,0,0,50,0,0,0,0,0,3
"17113",0,0,0,0,0,0,0,0,0,150,0,3
"17164",0,0,0,0,0,1,0,0,0,0,0,3
"17168",0,0,0,0,0,4,0,0,0,0,0,3
"17212",0,0,0,0,0,50,0,0,0,0,0,3
"17218",0,0,0,0,0,0,0,10,0,0,0,3
"17233",2,0,0,0,0,0,0,0,0,0,0,3
"17239",0,0,0,0,0,50,50,100,100,0,0,3
"17292",0,0,0,0,0,0,0,0,0,10,0,3
"17316",300,350,0,0,0,0,1000,0,250,500,350,2
"17408",0,0,0,0,0,0,100,100,100,50,50,3
"17419",0,0,0,0,0,0,0,0,250,0,100,3
"17516",0,0,0,0,0,0,25,0,0,0,0,3
"17533",0,0,0,0,0,0,0,0,0,0,0,3
"17575",50,50,0,0,0,0,0,0,0,0,0,3
"17640",0,0,0,0,0,0,0,0,0,0,0,3
"17641",0,0,0,0,0,500,0,0,0,0,0,3
"17737",100,100,100,100,100,50,50,50,0,0,0,3
"17746",0,0,0,0,0,0,0,50,0,0,0,3
"17748",500,500,500,500,0,250,250,250,250,250,250,2
"17749",0,0,0,0,0,0,0,0,0,0,500,3
"17759",0,0,0,0,0,0,25,0,0,0,29,3
"17772",0,0,0,0,0,0,0,0,0,250,0,3
"17774",0,0,0,0,0,0,0,0,25,0,0,3
"17793",0,0,0,0,0,3,0,0,0,0,0,3
"17795",0,0,0,0,0,25,0,0,0,0,0,3
"17796",0,0,0,0,0,0,0,0,0,20,0,3
"17844",0,0,0,0,0,50,0,0,0,0,0,3
"17868",0,0,0,0,0,1,0,0,0,0,0,3
"17880",0,0,0,50,25,0,0,0,0,0,0,3
"17881",25,50,0,0,0,0,0,0,0,0,0,3
"17903",0,0,0,0,0,0,50,0,100,100,100,3
"17930",0,0,0,0,0,0,0,50,0,0,0,3
"17966",100,200,0,0,0,0,0,100,100,100,100,3
"17974",0,0,0,0,0,4,0,0,0,0,0,3
"18025",0,0,0,0,0,0,0,3,0,0,0,3
"18064",0,0,0,0,0,0,50,0,0,0,0,3
"18082",0,0,0,0,0,0,0,0,0,0,50,3
"18083",60,0,0,75,100,120,0,0,0,0,0,3
"18118",0,0,0,0,0,0,100,0,500,0,500,3
"18159",0,0,0,0,0,0,39,57,25,100,0,3
"18255",0,0,0,0,50,50,50,50,50,50,50,3
"18371",0,0,0,0,0,2,0,0,0,0,0,3
"18372",0,0,0,0,0,4,0,0,0,0,0,3
"18378",0,0,0,0,0,2,0,0,0,0,0,3
"18390",0,0,0,0,0,2,0,0,0,0,0,3
"18391",0,0,0,0,0,2,0,0,0,0,0,3
"18414",0,0,0,0,0,2,0,0,0,0,0,3
"18417",0,0,0,0,0,0,0,0,0,100,0,3
"18439",0,0,0,0,0,3,0,0,0,0,0,3
"18442",0,0,0,0,0,3,0,0,0,0,0,3
"18444",0,0,0,0,0,4,0,0,0,0,0,3
"18472",0,0,0,0,0,0,0,0,0,50,0,3
"18482",0,0,0,0,0,4,0,0,0,0,0,3
"18499",0,50,0,0,0,25,0,0,0,0,0,3
"18506",75,75,60,120,120,120,0,120,75,0,40,3
"18511",0,0,0,0,0,50,25,25,25,25,10,3
"18532",0,0,0,0,0,0,25,100,0,0,75,3
"18535",0,0,0,0,0,1,0,0,0,0,0,3
"18562",0,0,0,0,0,1,0,0,0,0,0,3
"18564",0,0,0,0,0,2,0,0,0,0,0,3
"18607",0,0,0,0,0,0,1,0,0,0,0,3
"18611",0,0,0,0,0,1,0,0,0,0,0,3
"18612",0,0,0,0,0,0,0,250,0,0,0,3
"18624",0,0,0,0,0,0,0,0,0,0,1400,3
"18635",0,0,0,0,0,0,0,25,0,0,0,3
"18637",0,0,0,0,0,0,100,0,0,0,0,3
"18670",250,250,250,250,100,100,25,50,25,0,0,2
"18672",0,0,0,0,0,1,0,0,0,0,0,3
"18704",0,0,0,0,0,3,0,0,0,0,0,3
"18757",0,0,0,0,0,0,50,0,0,0,0,3
"18766",0,250,0,100,100,100,150,0,0,0,0,3
"18771",0,0,0,0,0,3,0,0,0,0,0,3
"18791",100,100,100,100,100,0,0,0,0,0,0,3
"18802",0,0,0,0,0,0,25,100,0,30,30,3
"19026",0,0,0,0,0,0,0,0,0,0,250,3
"19065",0,0,0,0,0,0,50,100,0,0,0,3
"19128",0,0,0,0,0,0,0,0,100,0,0,3
"19133",0,0,0,0,0,0,0,0,0,0,165,3
"19148",0,0,0,0,0,0,100,0,0,0,0,3
"19252",0,0,0,0,0,0,0,0,0,30,0,3
"19382",0,0,0,0,0,0,0,25,0,0,0,3
"19410",0,0,0,0,0,0,0,0,0,0,25,3
"19436",0,0,0,0,0,0,50,100,0,0,75,3
"19465",0,0,0,0,0,0,0,500,500,500,500,1
"19493",0,0,0,0,0,0,0,50,50,0,0,3
"19543",0,0,0,0,0,0,0,50,0,0,0,3
"19559",0,0,0,0,0,0,15,0,0,0,0,3
"19572",0,0,0,0,0,0,25,0,75,0,0,3
"19599",0,0,0,0,0,0,0,0,0,0,0,3
"19623",0,0,0,0,0,0,50,50,50,50,50,3
"19674",0,0,0,0,0,0,50,50,0,0,0,3
"19824",0,0,0,0,0,0,20,0,0,0,0,3
"19857",0,0,0,0,0,15,13,0,0,0,0,3
"19978",0,0,0,0,0,0,0,5,0,0,0,3
"20039",0,0,0,0,0,0,0,0,100,0,0,3
"20049",0,0,0,0,0,0,100,0,0,0,0,3
"20077",100,0,250,100,0,250,0,250,0,0,0,3
"20101",0,0,0,0,0,4,0,0,0,0,0,3
"20104",0,0,0,0,0,0,0,0,20,0,0,3
"20125",0,0,0,0,0,0,100,0,0,0,0,3
"20130",0,0,0,0,0,0,0,0,100,75,100,3
"20137",0,0,0,0,0,0,0,0,100,0,0,3
"20149",0,0,0,0,0,0,0,0,0,75,0,3
"20216",0,0,0,0,0,0,0,0,0,5,0,3
"20224",0,0,0,0,0,0,50,25,100,0,0,3
"20392",0,0,0,0,0,0,0,16,0,0,0,3
"20413",0,0,0,0,0,0,0,50,100,100,100,3
"20417",0,0,0,0,0,0,0,0,75,100,50,3
"20441",0,0,0,0,0,0,0,0,25,0,0,3
"20447",0,0,0,0,0,0,0,0,0,0,165,3
"20464",0,0,0,0,0,0,0,0,0,0,50,3
"20499",0,0,0,0,0,0,0,0,0,5,0,3
"20540",0,0,0,0,0,0,0,0,0,0,500,3
"20575",0,0,0,0,0,0,20,100,0,0,0,3
"20596",0,0,0,0,0,0,0,0,100,0,0,3
"20610",0,0,0,0,0,0,0,0,25,30,0,3
"20664",0,0,0,0,0,0,0,250,250,250,250,3
"20691",0,0,0,0,0,0,50,0,0,0,0,3
"20706",0,0,0,0,0,0,0,50,0,0,0,3
"20739",0,0,0,0,0,0,0,0,75,0,0,3
"20761",0,0,0,0,0,0,0,0,0,0,0,3
"20764",0,0,0,0,0,0,0,50,0,0,0,3
"20773",40,0,0,0,0,0,0,0,0,0,0,3
"20791",0,0,0,0,0,0,0,50,0,0,0,3
"20803",0,0,0,0,0,0,0,100,0,0,0,3
"20869",113,150,140,131,120,199,275,75,25,275,280,2
"20918",0,0,0,0,0,0,0,0,0,75,0,3
"20931",0,0,0,0,0,0,0,50,75,50,50,3
"20961",0,0,0,0,0,0,0,31,0,0,0,3
"21019",0,0,0,0,60,70,60,75,0,0,65,3
"21183",0,0,0,0,0,0,0,100,100,0,0,3
"21255",0,0,0,0,0,0,25,0,0,0,50,3
"21284",0,0,0,0,0,0,0,0,25,100,0,3
"21328",0,0,0,0,0,0,25,0,0,0,0,3
"21383",0,0,0,0,0,0,0,0,0,0,250,3
"21395",0,0,0,0,0,0,0,0,0,0,165,3
"21423",0,0,0,0,0,0,100,0,200,100,100,3
"21433",0,0,0,0,0,0,0,0,0,0,0,3
"21478",0,0,0,0,0,0,100,0,0,0,0,3
"21482",0,0,0,0,5,0,50,100,0,0,0,3
"21509",0,0,0,250,250,0,0,0,0,0,0,3
"21511",0,0,50,75,100,125,150,150,200,200,200,3
"21512",0,0,0,0,0,0,1000,0,500,1000,0,1
"21516",0,0,0,0,0,0,0,50,0,100,350,3
"21521",0,0,0,0,0,0,100,0,0,0,0,3
"21522",50,100,100,0,0,0,0,0,0,0,0,3
"21529",0,0,0,0,0,0,0,0,0,0,100,3
"21571",0,0,0,0,10,15,15,25,25,30,40,3
"21578",0,0,0,0,0,0,0,5,0,0,0,3
"21634",0,0,0,0,0,0,0,0,25,30,50,3
"21661",0,0,0,0,0,0,0,20,0,0,0,3
"21671",0,0,0,0,0,0,0,0,0,30,0,3
"21733",0,0,0,0,0,0,0,0,50,100,100,3
"21750",0,0,0,0,0,0,0,100,100,0,600,3
"21767",0,0,0,0,0,0,0,0,0,0,44,3
"21773",0,0,0,0,0,0,0,0,0,0,0,3
"21830",0,0,0,0,0,0,0,0,0,0,1500,3
"21831",0,0,0,0,0,0,0,0,0,0,250,3
"21843",0,0,0,0,0,0,0,0,0,0,100,3
"21882",0,0,0,15,0,0,0,0,0,0,0,3
"21890",0,0,0,0,0,0,0,20,0,0,0,3
"21914",0,0,0,0,0,0,0,0,25,30,30,3
"21930",0,0,0,0,0,0,0,0,100,100,100,3
"21950",0,0,0,0,0,0,0,0,25,33,43,3
"21973",0,0,0,0,0,0,0,0,0,0,0,3
"22019",0,0,0,0,0,0,0,0,0,75,100,3
"22075",0,0,0,0,0,0,0,0,0,0,0,3
"22181",0,0,0,0,0,0,0,0,0,0,0,3
"22188",0,0,0,0,0,0,0,0,0,50,0,3
"22245",0,0,0,0,0,3,0,0,0,0,0,3
"22265",0,0,0,0,0,0,0,0,0,50,0,3
"22305",0,0,0,0,0,0,0,0,0,0,0,3
"22350",0,0,0,0,0,0,0,0,1250,1600,350,1
"22363",0,0,0,0,0,0,0,0,0,0,515,3
"22415",0,0,0,0,0,0,0,0,0,0,0,3
"22431",0,0,0,0,0,0,0,0,25,0,0,3
"22470",0,0,0,0,0,0,0,0,0,0,0,3
"22499",0,0,0,0,0,0,0,0,0,0,0,3
"22547",0,0,0,0,0,0,0,0,25,0,0,3
"22580",0,0,0,0,0,0,0,0,0,0,0,3
"22641",0,0,0,0,0,0,0,0,0,0,25,3
"22678",0,0,0,0,0,1,0,0,0,0,0,3
"22722",0,0,0,0,0,0,0,0,0,0,350,3
"22847",0,0,0,0,0,0,0,0,0,0,0,3
"22878",0,0,0,0,0,0,0,0,0,0,0,3
"22909",0,0,0,0,0,0,0,0,0,50,175,3
"22910",0,0,0,0,0,0,0,464.16,1233.74,750,0,1
"23000",0,0,0,0,0,0,0,0,0,80,100,3
"23023",0,0,0,0,0,0,0,0,0,0,0,3
"23070",0,0,0,0,0,0,0,0,0,0,25,3
"23152",50,50,0,0,50,0,0,0,100,100,0,3
"23155",0,0,0,0,0,0,0,0,0,50,75,3
"23185",0,0,0,0,0,0,0,0,25,0,30,3
"23285",0,0,0,0,0,0,0,0,0,0,0,3
"23334",0,0,0,0,0,0,0,0,0,45,49,3
"23380",0,0,0,0,0,0,0,0,0,0,250,3
"23432",0,0,0,0,0,0,0,100,0,0,0,3
"23438",0,0,0,0,0,0,0,0,500,0,0,3
"23503",0,0,25,0,0,0,0,0,0,0,0,3
"23535",0,0,0,0,0,0,0,0,0,50,50,3
"23550",0,0,0,0,100,100,100,100,250,250,250,3
"23598",0,0,0,0,0,0,0,0,0,0,0,3
"23608",0,0,0,0,0,0,0,0,0,0,2350,1
"23624",0,0,0,0,0,0,0,0,0,100,100,3
"23662",0,0,0,0,0,0,0,0,0,30,30,3
"23702",0,0,0,0,0,0,0,0,0,9,10,3
"23762",0,0,0,0,0,0,0,0,0,0,0,3
"23778",0,0,0,0,0,0,0,0,0,0,0,3
"23781",0,0,0,0,0,0,0,0,0,0,25,3
"23797",0,0,0,0,0,0,0,0,0,0,0,3
"23813",0,0,0,0,0,1,0,0,0,0,0,3
"24033",0,0,0,0,0,0,0,0,0,0,0,3
"24102",0,0,0,0,0,0,0,0,0,0,0,3
"24121",0,0,0,0,0,0,0,0,0,50,0,3
"24149",0,0,0,0,0,0,0,0,0,30,0,3
"24196",0,0,0,0,0,0,0,0,0,0,50,3
"24239",0,0,0,0,0,0,0,0,0,0,25,3
"24322",0,0,0,0,0,0,0,0,100,0,265,3
"24350",0,0,0,0,0,0,0,0,0,25,25,3
"24359",0,0,0,0,0,0,0,0,0,0,25,3
"24395",0,0,0,0,0,0,0,0,0,0,0,3
"24405",0,0,0,0,0,0,0,0,0,0,30,3
"24430",0,0,0,0,0,0,0,0,0,0,75,3
"24438",0,0,0,0,0,0,0,0,0,0,0,3
"24479",0,0,0,0,0,0,0,0,0,0,500,3
"24532",0,0,0,0,0,0,0,0,25,32,0,3
"24547",0,0,0,0,0,0,0,0,0,0,100,3
"24574",0,0,0,0,0,0,0,0,0,140,0,3
"24783",0,0,0,0,0,0,0,0,0,0,25,3
"24810",0,0,0,0,0,0,0,0,0,0,0,3
"24841",0,0,0,0,0,0,0,0,0,0,25,3
"24928",0,0,0,0,0,0,0,100,0,0,0,3
"24952",0,0,0,0,0,0,0,0,0,0,30,3
"24962",0,0,0,0,0,0,0,0,0,0,350,3
"24963",0,0,0,0,0,0,0,0,0,0,0,3
"24999",0,0,0,0,0,0,0,0,0,0,0,3
"25001",0,0,0,0,0,0,0,0,0,0,0,3
"25008",0,0,0,0,0,0,0,0,0,75,0,3
"25016",3,0,0,0,0,0,0,0,0,0,0,3
"25064",0,0,0,0,0,0,0,0,0,0,0,3
"25114",0,0,0,0,0,0,0,0,0,0,0,3
"25117",0,0,0,0,0,0,0,0,0,0,0,3
"25153",0,0,0,0,0,0,0,0,0,0,30,3
"25154",0,0,0,0,0,0,50,50,0,0,0,3
"25163",0,0,0,0,0,0,0,0,0,0,0,3
"25193",0,0,0,0,0,0,0,0,0,0,0,3
"25222",0,0,0,6,0,0,0,0,0,0,0,3
"25223",0,0,0,0,0,0,0,0,0,0,0,3
"25244",0,0,0,0,0,0,0,0,0,0,350,3
"25252",0,0,0,0,0,0,0,0,0,0,350,3
"25270",0,0,0,0,0,0,0,0,0,0,30,3
"25275",0,0,0,0,0,0,0,0,0,50,0,3
"25294",0,0,0,0,0,1,0,0,0,0,0,3
"25353",0,0,0,0,0,0,0,0,0,1800,0,1
"25384",0,0,0,0,0,0,0,0,0,0,0,3
"25478",0,0,0,0,0,0,0,0,0,0,0,3
"25559",0,0,0,0,0,0,0,0,0,250,0,3
"25675",0,0,0,0,0,0,0,0,0,0,0,3
"25760",0,0,0,0,0,0,0,0,0,0,0,3
"25869",0,0,0,0,0,0,0,0,0,0,500,3
"25925",0,0,0,0,0,0,0,0,0,0,100,3
"25951",0,0,0,0,0,0,0,0,0,0,165,3
"26108",0,0,0,0,0,0,0,0,0,500,2000,1
"26149",0,0,0,0,0,0,0,0,0,0,665,3
"26323",0,0,0,0,0,0,0,0,0,0,0,3
"26380",0,0,0,0,0,0,0,0,0,2500,0,1
"26385",0,0,0,0,0,0,0,0,0,0,0,3
"26399",0,0,0,0,0,0,0,0,0,2000,0,1
"26400",0,0,0,0,0,0,0,0,0,0,0,3
"26406",0,0,0,0,0,0,0,0,0,0,525,3
"26461",0,0,0,25,0,0,0,0,0,0,0,3
"26462",0,0,0,0,0,0,0,0,0,0,2,3
"26465",0,0,0,0,0,0,0,0,0,0,50,3
"26496",0,0,0,0,0,0,0,0,0,0,1500,3
"26522",0,0,0,0,0,0,500,500,500,500,750,1
"26525",0,0,0,0,0,0,0,0,0,0,1000,3
"26567",0,0,0,0,0,0,0,0,0,0,1050,3
"26569",0,0,0,0,0,0,0,0,0,0,50,3
"26591",0,0,0,0,0,0,0,0,0,0,100,3
"26596",0,0,0,0,0,0,0,0,0,0,100,3
"26680",0,0,0,0,0,0,0,0,0,0,50,3
"26686",0,0,0,0,0,0,0,0,0,0,100,3
"26699",0,0,0,0,0,0,0,0,0,0,0,3
"26712",0,0,0,0,0,0,0,0,0,0,50,3
"26717",0,0,0,0,0,0,0,0,0,0,300,3
"26726",0,0,0,0,0,0,0,0,0,0,0,3
"26926",0,0,0,0,0,0,0,0,0,0,350,3
"26928",0,0,0,0,0,0,0,0,0,0,100,3
"27003",0,0,0,0,0,0,0,0,0,0,175,3
"27004",0,0,0,0,0,0,0,0,0,0,50,3
"27028",0,0,0,0,0,0,0,0,0,0,0,3
"27127",0,0,0,0,0,0,0,0,0,0,1000,3
"27174",0,0,0,0,0,0,0,0,0,0,0,3
"27179",0,0,0,0,0,0,0,0,0,0,100,3
"27188",0,0,0,0,0,0,0,0,0,0,0,3
"27354",0,0,0,0,0,0,0,0,0,0,0,3
"27359",0,0,0,0,0,0,0,0,0,0,0,3
"27385",0,0,0,0,0,0,0,0,0,0,10,3
"27562",0,0,0,0,0,0,0,0,0,0,50,3
"27850",0,0,0,0,0,0,0,0,0,0,250,3
"27851",0,0,0,0,0,0,0,0,0,0,500,3
"27854",0,0,0,0,0,0,0,0,0,0,250,3
"27919",0,0,0,0,0,0,0,0,0,0,3,3
"28078",0,0,0,0,0,0,0,0,0,0,0,3
"28103",0,0,0,0,0,0,0,0,0,0,0,3
"28140",0,0,0,0,0,0,0,0,0,0,0,3
"28152",0,0,0,0,0,0,0,0,0,0,0,3
"28199",0,0,0,0,0,0,0,0,0,0,0,3
"28202",0,0,0,0,0,0,0,0,0,0,0,3
"28243",0,0,0,0,0,0,0,0,0,0,0,3
"28374",0,0,0,0,0,0,0,0,0,0,0,3
"28402",0,0,0,0,0,0,0,0,0,0,0,3
"28782",0,0,0,0,0,0,0,0,0,0,0,3
"29045",0,0,0,0,0,0,0,0,0,0,0,3
"29065",0,0,0,0,0,0,0,0,0,0,0,3
"29411",0,0,0,0,0,0,0,0,0,0,0,3
"29475",0,0,0,0,0,0,0,0,0,0,0,3
"29540",0,0,0,0,0,0,0,0,0,0,0,3
"29541",0,0,0,0,0,0,0,0,0,0,0,3
"29586",0,0,0,0,0,0,0,0,0,0,0,3
"29732",0,0,0,0,0,0,0,0,0,0,0,3
"30017",0,0,0,0,0,0,0,0,0,0,0,3
