Patron #,Total All Revenue,Total Donations,Total Ticket Revenue,2004 Total Cost,2005 Total Cost,2006 Total Cost,2007 Total Cost,2008 Total Cost,2009 Total Cost,2010 Total Cost,2011 Total Cost,2012 Total Cost,2013 Total Cost,2014 Total Cost,2015 Total Cost,2004 Donation,2005 Donation,2006 Donation,2007 Donation,2008 Donation,2009 Donation,2010 Donation,2011 Donation,2012 Donation,2013 Donation,2014 Donation,2015 Donation
1630,235,235,0,0,0,0,0,0,0,0,0,0,0,0,0,35,100,0,50,50,0,0,0,0,0,0,0
1632,98,65,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,25,0,0,0
1633,285,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,50,50,50,0,0,50,30,30,0,0
1636,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
1641,916,675,241,0,74,0,75,92,0,0,0,0,0,0,0,0,100,100,100,100,100,50,50,0,0,75,0
1642,140,50,90,0,90,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1644,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
1646,3346,600,2746,180,180,222,224,276,196,270,242,192,280,242,242,50,50,50,50,50,50,50,50,50,50,0,100
1647,1066,250,816,0,0,816,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0
1648,2219,858,1361,175,0,0,0,135,431,86,255,159,0,120,0,0,50,75,100,100,100,100,108,125,0,0,100
1649,7210,3550,3660,234,219,170,298,387,376,415,186,337,390,388,260,0,100,100,100,250,250,250,500,500,500,500,500
1653,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
1654,4546,1275,3271,223,266,210,288,316,236,244,300,300,298,304,286,0,300,50,250,100,100,100,100,100,50,50,75
1655,815.66,575,240.66,84.66,0,66,0,0,0,90,0,0,0,0,0,0,50,50,50,50,50,50,50,0,100,75,50
1656,3415,3250,165,0,0,0,0,165,0,0,0,0,0,0,0,100,50,100,0,0,1000,500,250,0,1000,250,0
1657,2466,1100,1366,240,240,104,342,351,89,0,0,0,0,0,0,100,100,100,100,100,0,100,100,100,100,100,100
1659,1225,1125,100,0,0,0,0,0,0,0,100,0,0,0,0,400,200,0,225,300,0,0,0,0,0,0,0
1662,4235,810,3425,0,130,72,192,278,442,378,500,328,336,360,409,0,300,0,0,100,50,150,50,55,55,50,0
1663,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
1665,332,100,232,76,60,0,0,0,0,0,0,0,96,0,0,100,0,0,0,0,0,0,0,0,0,0,0
1669,2671,60,2611,102,209,114,86,107,523,530,409,243,80,208,0,0,60,0,0,0,0,0,0,0,0,0,0
1670,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
1671,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,0,250,250,250,250,250,250,0
1675,4449,1205,3244,158,180,216,224,252,216,289,289,320,340,346,414,100,100,100,100,100,100,100,100,100,105,100,100
1676,3790,2750,1040,0,800,240,0,0,0,0,0,0,0,0,0,0,1250,1500,0,0,0,0,0,0,0,0,0
1677,4989,2500,2489,304,338,272,505,484,586,0,0,0,0,0,0,500,500,500,500,500,0,0,0,0,0,0,0
1678,136,50,86,0,0,0,0,0,0,0,0,0,86,0,0,50,0,0,0,0,0,0,0,0,0,0,0
1682,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
1686,2685.57,0,2685.57,0,137.57,322,764,175,86,317,306,96,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1687,1276,231,1045,196,210,231,224,0,0,0,84,0,100,0,0,66,50,65,50,0,0,0,0,0,0,0,0
1688,4793.67,675,4118.67,0,0,0,346.67,292,304,426,468,350,316,598,1018,100,100,0,0,150,100,100,25,100,0,0,0
1689,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0
1693,1593,115,1478,240,300,469,469,0,0,0,0,0,0,0,0,0,50,65,0,0,0,0,0,0,0,0,0
1698,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,100,100,0,0,0,0,0,0,0,0
1700,1238,391,847,388,0,0,62,158,0,70,169,0,0,0,0,141,0,0,0,50,0,100,100,0,0,0,0
1701,1396,397,999,0,0,0,156,150,192,199,302,0,0,0,0,0,50,50,56,66,75,50,50,0,0,0,0
1704,60,0,60,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
1705,1329,1200,129,0,0,0,0,0,0,0,0,0,129,0,0,50,0,50,75,100,100,200,250,100,100,100,75
1707,3995,915,3080,180,176,199,224,289,272,284,394,354,204,246,258,0,0,15,100,100,100,100,100,100,100,100,100
1708,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,0,0
1709,1158,260,898,180,0,0,122,258,90,45,119,84,0,0,0,0,0,0,0,50,50,0,50,60,0,50,0
1711,350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,50,0,0
1712,1928.66,500,1428.66,434.33,102,386.33,72,243,81,0,0,0,0,0,110,100,100,100,100,100,0,0,0,0,0,0,0
1713,5245.66,125,5120.66,0,0,421.33,433.33,474,492,510,594,585,525,531,555,0,0,0,125,0,0,0,0,0,0,0,0
1714,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0
1715,1888,320,1568,0,0,60,70,190,219,114,99,266,222,0,328,0,50,25,25,25,20,0,50,25,25,25,50
1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,873,73,800,70,0,0,0,0,0,0,730,0,0,0,0,0,0,15,58,0,0,0,0,0,0,0,0
1726,822,150,672,0,0,0,180,0,0,0,231,0,90,0,171,0,50,0,0,50,0,0,50,0,0,0,0
1728,4408.33,150,4258.33,496,384,182.33,322,316,328,340,340,348,352,448,402,50,50,50,0,0,0,0,0,0,0,0,0
1729,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0
1731,6755,5700,1055,0,0,0,212,156,80,220,76,0,0,141,170,0,0,0,0,500,250,500,0,2750,200,1500,0
1733,204,150,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0
1734,3873,560,3313,208,208,232,363,320,342,358,500,296,0,241,245,0,0,0,15,45,75,75,50,75,75,75,75
1736,416,250,166,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0
1737,708,150,558,76,148,0,78,170,0,0,0,0,0,0,86,0,50,0,0,50,50,0,0,0,0,0,0
1739,2752,100,2652,208,208,242,290,300,312,328,384,380,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0
1740,510,10,500,116,0,0,384,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
1742,5095.5,1000,4095.5,240,240,262,309,337,353,337,413,440,406,380.5,378,50,50,100,100,100,50,50,100,100,100,100,100
1743,1066,150,916,0,0,432,484,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0
1744,4147,852,3295,160,160,199,207,322,247,244,271,355,312,380,438,0,0,15,15,70,100,102,100,100,0,350,0
1745,2802,2450,352,140,0,0,0,212,0,0,0,0,0,0,0,600,0,200,200,0,600,600,0,0,250,0,0
1746,3553,200,3353,580,512,0,320,304,349,94,96,372,336,186,204,0,0,0,100,100,0,0,0,0,0,0,0
1748,481,375,106,46,60,0,0,0,0,0,0,0,0,0,0,0,100,50,50,50,50,0,50,0,0,0,25
1749,1775,150,1625,0,0,0,280,316,328,385,316,0,0,0,0,0,0,0,0,100,0,25,25,0,0,0,0
1750,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
1752,5991,510,5481,0,0,0,72,86,558,600,636,1083,1022,620,804,0,0,0,0,50,50,75,100,0,50,125,60
1753,244.33,50,194.33,70,0,124.33,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
1754,2390,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,250,250,260,270,280,280,300,0,0,0
1755,2383.5,1600,783.5,27.67,0,60.83,0,172,184,0,329,0,0,10,0,250,100,50,100,100,100,250,250,250,50,100,0
1756,2874,265,2609,205,180,196,209,266,337,303,325,310,278,0,0,20,30,0,65,20,25,25,50,0,30,0,0
1757,3581.07,465,3116.07,216.67,287.4,251,880,658,212,187,238,0,0,186,0,0,0,115,200,100,0,0,0,0,0,50,0
1759,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
1763,284,100,184,0,0,0,84,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
1764,438,100,338,0,0,0,0,0,0,100,0,0,0,0,238,0,0,0,100,0,0,0,0,0,0,0,0
1765,1472,376,1096,346,320,430,0,0,0,0,0,0,0,0,0,126,100,150,0,0,0,0,0,0,0,0,0
1770,1251,105,1146,200,128,213,219,222,164,0,0,0,0,0,0,0,0,15,40,50,0,0,0,0,0,0,0
1771,1460,15,1445,0,0,162,413,0,0,244,300,326,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
1773,252,100,152,0,0,0,0,0,152,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
1774,400,210,190,0,0,0,0,0,0,78,0,0,0,0,112,25,0,0,0,0,0,75,0,0,0,60,50
1776,3572,900,2672,210,60,570,576,0,0,170,224,330,0,256,276,0,0,0,200,0,0,0,100,200,200,100,100
1777,718,220,498,0,60,66,216,156,0,0,0,0,0,0,0,0,0,0,100,120,0,0,0,0,0,0,0
1778,988.5,725,263.5,0,0,0,88.5,0,0,0,0,0,0,43,132,50,25,100,50,50,50,50,50,75,25,75,125
1779,5240,1271,3969,266,271,271,296,300,316,371,384,328,454,332,380,26,81,115,149,170,175,200,175,100,30,0,50
1780,2069,450,1619,180,180,216,224,252,272,284,11,0,0,0,0,0,0,0,50,100,100,100,100,0,0,0,0
1782,248,21,227,0,0,0,146,81,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,0,0,0,0
1783,7412.85,1100,6312.85,422.6,356.25,472,522,504,520,578,564,566,620,616,572,50,50,100,100,100,100,100,100,100,100,100,100
1784,4080,380,3700,270,270,290,306,276,288,344,368,232,340,332,384,50,50,50,50,50,25,25,50,0,0,30,0
1785,524,100,424,0,0,0,84,340,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0
1786,4201,3000,1201,0,0,0,273,0,178,471,0,189,90,0,0,250,250,250,250,250,250,250,250,250,250,250,250
1788,7342.8,2050,5292.8,589.8,1024,994,576,300,299,358,478,252,216,206,0,250,250,250,250,250,250,250,100,100,0,0,100
1789,1375,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,375,500,0,0,0,0,0,0,0
1790,749,570,179,0,0,10,0,22,48,48,0,9,42,0,0,60,60,50,50,50,50,50,50,50,50,50,0
1791,3836.55,100,3736.55,631.67,227.87,326.01,298,370,390,264,311,239,399,280,0,100,0,0,0,0,0,0,0,0,0,0,0
1792,739.6,51,688.6,0,202.6,0,0,0,144,342,0,0,0,0,0,0,0,0,0,50,1,0,0,0,0,0,0
1793,5906,1037,4869,322,342,381,439,342,354,366,372,370,534,489,558,102,110,115,115,120,125,100,100,0,30,70,50
1795,2734,1050,1684,36.5,96,20.5,59,72,375,221,151,106,244,245,58,100,225,100,100,0,100,100,50,75,0,125,75
1797,527,50,477,0,0,63,0,0,204,98,112,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
1799,3289,1040,2249,240,288,330,430,0,138,665,112,0,0,46,0,100,100,100,115,125,100,100,100,0,100,0,100
1800,2990,132,2858,246,0,99,46,0,424,308,369,335,325,346,360,0,0,0,15,20,22,25,0,10,10,0,30
1801,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1803,5044,0,5044,116,54,360,360,1027,210,456,558,356,390,426,731,0,0,0,0,0,0,0,0,0,0,0,0
1804,84,0,84,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0
1805,573,250,323,91,0,66,0,80,86,0,0,0,0,0,0,0,0,50,100,0,0,50,0,50,0,0,0
1806,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
1807,220,100,120,0,0,0,120,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0
1808,781.34,100,681.34,0,0,172,114.34,0,0,52,0,0,54,264,25,0,0,100,0,0,0,0,0,0,0,0,0
1810,2920.5,55,2865.5,186,256,585.5,576,218,86,218,140,222,160,218,0,0,0,15,20,20,0,0,0,0,0,0,0
1811,1559.74,650,909.74,0,81.38,172.37,99.99,110,120,120,206,0,0,0,0,0,0,0,200,200,100,100,50,0,0,0,0
1812,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0
1813,5957.25,200,5757.25,1028.75,566.67,610,263.83,476,70,437,582,560,468,381,314,0,200,0,0,0,0,0,0,0,0,0,0
1817,2303,1550,753,0,0,0,136,0,172,0,301,0,144,0,0,100,100,150,100,100,100,100,0,200,200,200,200
1818,314.17,250,64.17,64.17,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0
1820,665,250,415,0,0,0,0,215,0,0,200,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0
1821,350,200,150,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,50,50,0,50,50,0,0,0
1825,2744,975,1769,0,0,82,0,348,0,524,204,0,0,249.5,361.5,0,100,175,200,100,100,100,100,100,0,0,0
1826,1128,200,928,0,59,141,0,78,0,190,138,178,0,70,74,0,200,0,0,0,0,0,0,0,0,0,0
1830,1668,1500,168,0,0,0,76,0,0,0,0,0,0,92,0,0,250,250,250,0,250,0,0,0,0,500,0
1831,708,600,108,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,100,0,0,0,0,0,0
1832,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
1834,5699,4175,1524,192,0,76,174,86,196,306,158,166,68,0,102,250,250,250,300,350,375,400,400,400,400,400,400
1835,1402,165,1237,70,240,358,344,225,0,0,0,0,0,0,0,0,0,15,50,100,0,0,0,0,0,0,0
1838,1430,500,930,0,260,120,66,144,172,168,0,0,0,0,0,50,50,50,50,0,50,50,100,0,100,0,0
1839,137,25,112,62,0,0,0,0,0,0,0,0,0,50,0,0,25,0,0,0,0,0,0,0,0,0,0
1840,3276,673,2603,46,190,199,292,168,180,244,204,252,252,282,294,0,30,15,100,125,50,50,75,48,50,100,30
1841,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0
1842,1629,91,1538,52,0,103,300,228,192,379,284,0,0,0,0,0,0,0,15,18,8,25,25,0,0,0,0
1847,4697,438,4259,213,246,383,382,315,348,321,340,327,376,408,600,5,38,25,31,50,25,29,50,50,85,50,0
1848,373.67,30,343.67,152,27.67,164,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
1849,156,100,56,56,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
1850,187.5,50,137.5,72.5,18.5,20.5,0,0,0,26,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0
1851,6516.6,570,5946.6,370.66,272.34,290,361,88,424,626,541,1060,638,364,911.6,0,0,0,15,0,0,100,0,125,30,250,50
1852,512.5,200,312.5,0,0,0,0,76,90,0,0,0,0,29,117.5,50,0,100,50,0,0,0,0,0,0,0,0
1854,238,150,88,0,0,88,0,0,0,0,0,0,0,0,0,50,0,50,50,0,0,0,0,0,0,0,0
1858,3086,625,2461,278,556,355,288,316,328,340,0,0,0,0,0,250,300,75,0,0,0,0,0,0,0,0,0
1859,2212.67,100,2112.67,52,160,360,35.67,276,78,302,310,422,117,0,0,0,0,0,0,100,0,0,0,0,0,0,0
1860,1250,145,1105,168.5,54,146.5,66,142,98,90,142,0,105,93,0,0,0,0,0,35,35,35,40,0,0,0,0
1863,31227.33,20400,10827.33,1297.99,1800.4,882.67,870.27,596,340,908,1089,1225,776,628,414,2000,2000,2000,1500,0,2000,0,1500,4000,0,3400,2000
1864,3020,2670,350,0,200,0,0,0,0,150,0,0,0,0,0,2250,0,0,0,35,145,0,0,0,100,140,0
1867,9868.33,2500,7368.33,424,416,781,907.33,1116,628,525,925,0,492,364,790,150,150,175,150,175,200,250,250,250,250,250,250
1870,5287,1695,3592,126,0,198,192,274,329,346,424,421,430,346,506,100,0,100,120,125,150,150,150,100,200,250,250
1873,4484.34,101,4383.34,546,459,260.67,278.67,315,342,360,416,351,351,360,344,21,0,0,0,0,0,25,0,25,0,0,30
1874,259,250,9,9,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0
1875,2355,244,2111,64,124,178,148,166,170,180,171,74,252,264,320,0,0,12,20,25,0,25,25,25,25,25,62
1876,1814.8,500,1314.8,0,0,238,57.8,129,269,0,621,0,0,0,0,0,50,50,50,50,50,0,50,0,100,100,0
1878,5506,3650,1856,0,100,0,0,0,0,140,111,0,246,602,657,0,0,0,100,100,0,0,150,1500,1800,0,0
1879,3187.5,155,3032.5,225.6,250.4,271.5,239,274,272,298,284,290,326,102,200,0,0,15,15,0,25,50,25,25,0,0,0
1881,350,100,250,250,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
1882,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
1884,3098,1825,1273,66,0,0,0,39,227,138,91,152,100,96,364,100,100,200,100,100,100,125,150,150,200,250,250
1885,3022,600,2422,0,0,0,0,263,345,276,174,244,680,440,0,0,0,0,100,0,100,100,100,100,0,100,0
1886,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
1887,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
1891,7913.5,3400,4513.5,280,280,216,333,276,340,390,502,508,488,446.5,454,100,200,100,250,500,500,250,250,250,250,250,500
1892,4997,1225,3772,208,208,232,240,300,312,316,372,350,340,376,518,0,0,100,100,0,100,100,100,100,150,175,300
1893,1621,400,1221,320,108,0,122,192,157,190,0,0,40,92,0,400,0,0,0,0,0,0,0,0,0,0,0
1894,1713,346,1367,0,217,85,298,159,84,150,140,234,0,0,0,0,50,15,70,25,31,50,55,50,0,0,0
1896,2599,690,1909,105,96,195,364,0,138,0,141,0,180,282,408,0,0,0,90,100,50,0,50,100,100,100,100
1897,5528.8,1450,4078.8,150,148,150.5,216.5,272,317,361,408,478,508,511,558.8,100,100,50,100,100,100,100,100,100,100,250,250
1898,6587,2242,4345,296,466,496,496,316,328,340,384,384,413,426,0,306,390,466,208,80,167,155,111,115,125,119,0
1900,6578,2857,3721,246,296,295,350,316,328,446,396,400,400,100,148,138,188,115,166,120,100,125,275,100,30,1500,0
1902,16006,8470,7536,0,27,884,444,434,477,543,508,1213,1418,708,880,0,0,750,750,750,1050,1050,1020,400,1200,0,1500
1905,855,855,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,100,60,75,100,100,120,100,50,0,0
1906,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0
1907,2685,99,2586,208,254,192,207,228,248,256,183,80,96,220,414,0,0,0,15,20,25,39,0,0,0,0,0
1909,1494,50,1444,686,0,0,33,0,317,84,0,0,224,0,100,0,50,0,0,0,0,0,0,0,0,0,0
1910,4071.33,3725,346.33,0,88.33,66,0,0,0,0,52,56,0,84,0,0,0,100,100,125,150,200,250,300,500,1000,1000
1911,951,275,676,200,220,256,0,0,0,0,0,0,0,0,0,50,50,50,50,50,25,0,0,0,0,0,0
1912,1950.33,550,1400.33,264,150,165,169.33,0,138,350,0,74,90,0,0,300,100,100,0,0,0,0,0,0,50,0,0
1916,707,25,682,240,128,82,0,0,0,0,232,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
1918,110.56,50,60.56,0,0,60.56,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
1919,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0
1920,1250,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,250,0,0,0,250,250,250
1921,1214,600,614,60,60,66,150,88,90,100,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0
1923,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
1924,233,50,183,183,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1926,1911,90,1821,209,190,207,237,291,262,0,325,0,100,0,0,10,10,15,15,20,20,0,0,0,0,0,0
1927,15041.5,12900,2141.5,0,0,0,450,589,364,566,0,0,0,0,172.5,0,0,0,1500,1500,0,0,2000,1500,3000,3400,0
1928,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
1929,1144,150,994,60,70,76,88,138,84,50,82,98,180,0,68,10,10,10,10,20,10,10,20,10,20,10,10
1933,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0
1935,2560,35,2525,0,0,156,166,168,237,316,371,365,296,90,360,0,0,0,16,0,0,19,0,0,0,0,0
1937,1219.5,900,319.5,0,0,136,88,0,0,0,0,0,0,95.5,0,50,50,50,50,50,50,100,100,100,100,100,100
1939,2464,581,1883,64,256,356,224,258,320,309,50,46,0,0,0,0,0,40,40,50,51,50,50,100,100,100,0
1940,10288.5,1611,8677.5,569,550,813,826,632,756,680,580.5,981,698,854,738,0,0,0,0,164,250,315,169,250,130,276,57
1944,350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,0,0,0,0,0,0,0
1950,1002,15,987,160,160,184,207,276,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
1951,336,25,311,311,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
1954,864,144,720,720,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,44,0,0,0,0,0
1957,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0
1960,3932,180,3752,240,230,321,273,298,417,486,316,178,331,308,354,0,0,15,15,0,50,50,50,0,0,0,0
1966,1194,220,974,180,176,184,112,126,196,0,0,0,0,0,0,50,50,50,50,20,0,0,0,0,0,0,0
1968,1300,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,300,300,200,0,250,0,0,0,0
1971,3471.67,558,2913.67,207.67,196,246,246,268,272,284,256,320,310,308,0,0,16,30,22,20,50,50,50,100,120,100,0
1973,2861,60,2801,0,0,262,287,304,312,458,508,184,210,90,186,0,0,0,15,20,0,25,0,0,0,0,0
1975,1659,30,1629,110,110,120,138,138,114,152,180,177,117,132,141,0,0,0,10,20,0,0,0,0,0,0,0
1977,2517,150,2367,52,256,370,443,166,170,174,174,178,98,94,192,0,0,15,25,35,25,0,25,25,0,0,0
1978,2695.33,15,2680.33,80,0,193.33,207,249,246,402,340,0,351,357,255,0,0,0,15,0,0,0,0,0,0,0,0
1982,1800,0,1800,149,306,229,419,316,249,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0
1986,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0
1987,5011.83,235,4776.83,0,187.33,271.5,299,252,270,298,320,1542,325,390,622,0,0,0,0,20,25,25,50,25,30,30,30
1989,291,9,282,88,128,0,66,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
1991,3975,940,3035,180,180,199,207,228,262,271,312,370,322,246,258,0,0,15,15,120,125,125,125,125,130,130,30
1996,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
1997,2803,25,2778,107,160,0,301,312,252,264,320,270,252,264,276,0,0,0,25,0,0,0,0,0,0,0,0
1999,424,10,414,74,0,0,126,0,214,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2001,240,100,140,0,0,140,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
2003,772,8,764,120,0,0,296,288,0,0,60,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
2008,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2010,735,100,635,268,367,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0
2012,329.4,75,254.4,0,0,158.4,0,0,0,0,0,0,96,0,0,0,0,75,0,0,0,0,0,0,0,0,0
2013,298,26,272,171,0,0,0,37,0,0,0,64,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
2016,372,9,363,264,99,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
2019,1425,85,1340,265,0,0,303,353,369,50,0,0,0,0,0,25,0,0,15,20,25,0,0,0,0,0,0
2021,1124,121,1003,366,306,331,0,0,0,0,0,0,0,0,0,56,50,15,0,0,0,0,0,0,0,0,0
2023,473,75,398,119,210,0,69,0,0,0,0,0,0,0,0,25,50,0,0,0,0,0,0,0,0,0,0
2026,1848,80,1768,240,256,295,303,0,328,258,0,0,0,0,88,0,0,15,15,0,25,25,0,0,0,0,0
2027,322,6,316,76,74,0,0,0,0,0,0,60,0,106,0,6,0,0,0,0,0,0,0,0,0,0,0
2030,76,10,66,66,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2032,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
2033,2601,20,2581,0,196,236,244,287,260,296,352,335,0,375,0,0,0,10,10,0,0,0,0,0,0,0,0
2034,1125,30,1095,194,214,62,34,0,0,43,0,43,167,166,172,0,20,10,0,0,0,0,0,0,0,0,0
2036,274,25,249,249,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
2037,3190.5,57,3133.5,0,295,281,0,267,227,348,389,232,416,377.5,301,0,0,25,0,30,2,0,0,0,0,0,0
2040,5199,47,5152,268,415,456,303,332,376,354,618,553,524,461,492,0,8,0,0,20,0,0,0,0,19,0,0
2044,5023.4,144,4879.4,290,260,207.4,496,665,414,501,466,344,340,442,454,0,0,0,15,20,25,25,4,25,0,30,0
2045,5030,422,4608,221,246,271,279,292,456,474,474,555,628,712,0,21,26,15,15,70,95,100,25,25,30,0,0
2046,1359,35,1324,208,208,247,277,300,0,0,0,0,0,0,84,0,0,15,0,20,0,0,0,0,0,0,0
2047,1819,60,1759,28,0,256,279,292,304,316,284,0,0,0,0,0,0,0,15,20,0,0,25,0,0,0,0
